zipcode,day,positive,total,zcta_cum_perc_pos,neighborhood_name,borough_group,covid_case_rate,pop_denominator,covid_death_count,covid_death_rate,percent_positive,newcases
11415,2020-05-04,453,1014,44.67,Southwest Queens,Queens,NA,NA,NA,NA,NA,4
11416,2020-05-04,605,1164,51.98,Southwest Queens,Queens,NA,NA,NA,NA,NA,10
11417,2020-05-04,772,1582,48.8,Southwest Queens,Queens,NA,NA,NA,NA,NA,6
11418,2020-05-04,922,1972,46.75,Southwest Queens,Queens,NA,NA,NA,NA,NA,13
11419,2020-05-04,1002,2037,49.19,Southwest Queens,Queens,NA,NA,NA,NA,NA,7
11420,2020-05-04,1189,2460,48.33,Southwest Queens,Queens,NA,NA,NA,NA,NA,10
11421,2020-05-04,1030,2084,49.42,Southwest Queens,Queens,NA,NA,NA,NA,NA,17
11422,2020-05-04,861,1817,47.39,Southeast Queens,Queens,NA,NA,NA,NA,NA,11
11423,2020-05-04,890,1762,50.51,Jamaica,Queens,NA,NA,NA,NA,NA,11
11426,2020-05-04,454,973,46.66,Southeast Queens,Queens,NA,NA,NA,NA,NA,1
11427,2020-05-04,688,1397,49.25,Southeast Queens,Queens,NA,NA,NA,NA,NA,1
11428,2020-05-04,601,1133,53.05,Southeast Queens,Queens,NA,NA,NA,NA,NA,6
11429,2020-05-04,835,1536,54.36,Southeast Queens,Queens,NA,NA,NA,NA,NA,4
11432,2020-05-04,1519,2970,51.14,Jamaica,Queens,NA,NA,NA,NA,NA,23
11433,2020-05-04,824,1701,48.44,Jamaica,Queens,NA,NA,NA,NA,NA,12
11434,2020-05-04,1730,3516,49.2,Jamaica,Queens,NA,NA,NA,NA,NA,15
11435,2020-05-04,1390,2935,47.36,Jamaica,Queens,NA,NA,NA,NA,NA,9
11436,2020-05-04,459,979,46.88,Jamaica,Queens,NA,NA,NA,NA,NA,4
11691,2020-05-04,1935,3650,53.01,Rockaway,Queens,NA,NA,NA,NA,NA,12
11692,2020-05-04,510,1037,49.18,Rockaway,Queens,NA,NA,NA,NA,NA,14
11693,2020-05-04,294,627,46.89,Rockaway,Queens,NA,NA,NA,NA,NA,1
11694,2020-05-04,622,1335,46.59,Rockaway,Queens,NA,NA,NA,NA,NA,8
11697,2020-05-04,85,207,41.06,Rockaway,Queens,NA,NA,NA,NA,NA,0
10001,2020-05-05,314,912,34.43,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,3
10002,2020-05-05,890,2122,41.94,Union Square - Lower East Side,Manhattan,NA,NA,NA,NA,NA,12
10003,2020-05-05,402,1277,31.48,Union Square - Lower East Side,Manhattan,NA,NA,NA,NA,NA,3
10004,2020-05-05,28,90,31.11,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10005,2020-05-05,54,220,24.55,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10006,2020-05-05,21,95,22.11,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10007,2020-05-05,48,209,22.97,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,-1
10009,2020-05-05,613,1803,34,Union Square - Lower East Side,Manhattan,NA,NA,NA,NA,NA,3
10010,2020-05-05,237,953,24.87,Gramercy Park - Murray Hill,Manhattan,NA,NA,NA,NA,NA,3
10011,2020-05-05,469,1348,34.79,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,6
10012,2020-05-05,147,506,29.05,Greenwich Village - Soho,Manhattan,NA,NA,NA,NA,NA,2
10013,2020-05-05,220,708,31.07,Greenwich Village - Soho,Manhattan,NA,NA,NA,NA,NA,3
10014,2020-05-05,269,783,34.36,Greenwich Village - Soho,Manhattan,NA,NA,NA,NA,NA,3
10016,2020-05-05,610,2006,30.41,Gramercy Park - Murray Hill,Manhattan,NA,NA,NA,NA,NA,5
10017,2020-05-05,125,498,25.1,Gramercy Park - Murray Hill,Manhattan,NA,NA,NA,NA,NA,0
10018,2020-05-05,193,565,34.16,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,0
10019,2020-05-05,527,1562,33.74,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,4
10021,2020-05-05,495,1708,28.98,Upper East Side,Manhattan,NA,NA,NA,NA,NA,1
10022,2020-05-05,299,1082,27.63,Gramercy Park - Murray Hill,Manhattan,NA,NA,NA,NA,NA,4
10023,2020-05-05,496,1708,29.04,Upper West Side,Manhattan,NA,NA,NA,NA,NA,0
10024,2020-05-05,576,1874,30.74,Upper West Side,Manhattan,NA,NA,NA,NA,NA,5
10025,2020-05-05,1101,3191,34.5,Upper West Side,Manhattan,NA,NA,NA,NA,NA,5
10026,2020-05-05,564,1482,38.06,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,3
10027,2020-05-05,854,2149,39.74,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,7
10028,2020-05-05,429,1488,28.83,Upper East Side,Manhattan,NA,NA,NA,NA,NA,2
10029,2020-05-05,1559,3562,43.77,East Harlem,Manhattan,NA,NA,NA,NA,NA,11
10030,2020-05-05,428,1027,41.67,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,2
10031,2020-05-05,1082,2279,47.48,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,15
10032,2020-05-05,1255,2700,46.48,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,21
10033,2020-05-05,1130,2407,46.95,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,14
10034,2020-05-05,600,1457,41.18,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,4
10035,2020-05-05,805,1789,45,East Harlem,Manhattan,NA,NA,NA,NA,NA,5
10036,2020-05-05,363,1058,34.31,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,0
10037,2020-05-05,371,902,41.13,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,2
10038,2020-05-05,221,588,37.59,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,3
10039,2020-05-05,439,1089,40.31,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,1
10040,2020-05-05,865,1843,46.93,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,15
10044,2020-05-05,183,424,43.16,Upper East Side,Manhattan,NA,NA,NA,NA,NA,0
10065,2020-05-05,289,1125,25.69,Upper East Side,Manhattan,NA,NA,NA,NA,NA,-1
10069,2020-05-05,46,169,27.22,Upper West Side,Manhattan,NA,NA,NA,NA,NA,0
10075,2020-05-05,342,1053,32.48,Upper East Side,Manhattan,NA,NA,NA,NA,NA,0
10128,2020-05-05,558,2040,27.35,Upper East Side,Manhattan,NA,NA,NA,NA,NA,3
10280,2020-05-05,38,178,21.35,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10282,2020-05-05,64,177,36.16,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10301,2020-05-05,1020,2501,40.78,Stapleton - St. George,Staten Island,NA,NA,NA,NA,NA,4
10302,2020-05-05,567,1279,44.33,Port Richmond,Staten Island,NA,NA,NA,NA,NA,3
10303,2020-05-05,762,1807,42.17,Port Richmond,Staten Island,NA,NA,NA,NA,NA,2
10304,2020-05-05,1248,2973,41.98,Stapleton - St. George,Staten Island,NA,NA,NA,NA,NA,15
10305,2020-05-05,1104,2906,37.99,Stapleton - St. George,Staten Island,NA,NA,NA,NA,NA,3
10306,2020-05-05,1316,3757,35.03,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,4
10307,2020-05-05,354,1005,35.22,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,3
10308,2020-05-05,587,1756,33.43,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,0
10309,2020-05-05,783,2254,34.74,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,4
10310,2020-05-05,663,1721,38.52,Port Richmond,Staten Island,NA,NA,NA,NA,NA,7
10312,2020-05-05,1389,3818,36.38,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,5
10314,2020-05-05,2436,6329,38.49,Willowbrook,Staten Island,NA,NA,NA,NA,NA,15
10451,2020-05-05,1429,3063,46.65,High Bridge - Morrisania,Bronx,NA,NA,NA,NA,NA,11
10452,2020-05-05,2016,4323,46.63,High Bridge - Morrisania,Bronx,NA,NA,NA,NA,NA,11
10453,2020-05-05,2012,4329,46.48,Crotona - Tremont,Bronx,NA,NA,NA,NA,NA,14
10454,2020-05-05,982,2197,44.7,Hunts Point - Mott Haven,Bronx,NA,NA,NA,NA,NA,7
10455,2020-05-05,1098,2340,46.92,Hunts Point - Mott Haven,Bronx,NA,NA,NA,NA,NA,7
10456,2020-05-05,2162,4842,44.65,High Bridge - Morrisania,Bronx,NA,NA,NA,NA,NA,21
10457,2020-05-05,1805,4017,44.93,Crotona - Tremont,Bronx,NA,NA,NA,NA,NA,13
10458,2020-05-05,1759,3943,44.61,Fordham - Bronx Park,Bronx,NA,NA,NA,NA,NA,14
10459,2020-05-05,1315,2719,48.36,Hunts Point - Mott Haven,Bronx,NA,NA,NA,NA,NA,22
10460,2020-05-05,1425,3100,45.97,Crotona - Tremont,Bronx,NA,NA,NA,NA,NA,18
10461,2020-05-05,1708,4019,42.5,Pelham - Throgs Neck,Bronx,NA,NA,NA,NA,NA,18
10462,2020-05-05,2010,4681,42.94,Pelham - Throgs Neck,Bronx,NA,NA,NA,NA,NA,7
10463,2020-05-05,1645,4050,40.62,Kingsbridge - Riverdale,Bronx,NA,NA,NA,NA,NA,18
10464,2020-05-05,114,363,31.4,Pelham - Throgs Neck,Bronx,NA,NA,NA,NA,NA,-1
10465,2020-05-05,1365,3606,37.85,Pelham - Throgs Neck,Bronx,NA,NA,NA,NA,NA,6
10466,2020-05-05,2108,4511,46.73,Northeast Bronx,Bronx,NA,NA,NA,NA,NA,13
10467,2020-05-05,2952,6235,47.35,Fordham - Bronx Park,Bronx,NA,NA,NA,NA,NA,21
10468,2020-05-05,2153,4313,49.92,Fordham - Bronx Park,Bronx,NA,NA,NA,NA,NA,16
10469,2020-05-05,2600,5379,48.34,Northeast Bronx,Bronx,NA,NA,NA,NA,NA,12
10470,2020-05-05,398,955,41.68,Northeast Bronx,Bronx,NA,NA,NA,NA,NA,1
10471,2020-05-05,535,1385,38.63,Kingsbridge - Riverdale,Bronx,NA,NA,NA,NA,NA,5
10472,2020-05-05,1694,3365,50.34,Pelham - Throgs Neck,Bronx,NA,NA,NA,NA,NA,12
10473,2020-05-05,1709,3859,44.29,Pelham - Throgs Neck,Bronx,NA,NA,NA,NA,NA,14
10474,2020-05-05,286,645,44.34,Hunts Point - Mott Haven,Bronx,NA,NA,NA,NA,NA,1
10475,2020-05-05,1545,3807,40.58,Northeast Bronx,Bronx,NA,NA,NA,NA,NA,15
11004,2020-05-05,515,943,54.61,Southeast Queens,Queens,NA,NA,NA,NA,NA,8
11101,2020-05-05,542,1450,37.38,Long Island City - Astoria,Queens,NA,NA,NA,NA,NA,3
11102,2020-05-05,528,1235,42.75,Long Island City - Astoria,Queens,NA,NA,NA,NA,NA,3
11103,2020-05-05,465,1169,39.78,Long Island City - Astoria,Queens,NA,NA,NA,NA,NA,1
11104,2020-05-05,418,1006,41.55,Long Island City - Astoria,Queens,NA,NA,NA,NA,NA,1
11105,2020-05-05,433,1247,34.72,Long Island City - Astoria,Queens,NA,NA,NA,NA,NA,2
11106,2020-05-05,560,1383,40.49,Long Island City - Astoria,Queens,NA,NA,NA,NA,NA,8
11109,2020-05-05,46,191,24.08,Long Island City - Astoria,Queens,NA,NA,NA,NA,NA,0
11201,2020-05-05,544,1756,30.98,Downtown - Heights - Slope,Brooklyn,NA,NA,NA,NA,NA,5
11203,2020-05-05,1771,3732,47.45,East Flatbush - Flatbush,Brooklyn,NA,NA,NA,NA,NA,13
11204,2020-05-05,1705,3826,44.56,Borough Park,Brooklyn,NA,NA,NA,NA,NA,14
11205,2020-05-05,613,1738,35.27,Downtown - Heights - Slope,Brooklyn,NA,NA,NA,NA,NA,6
11206,2020-05-05,1315,3096,42.47,Williamsburg - Bushwick,Brooklyn,NA,NA,NA,NA,NA,9
11207,2020-05-05,1745,3876,45.02,East New York,Brooklyn,NA,NA,NA,NA,NA,17
11208,2020-05-05,1953,3945,49.51,East New York,Brooklyn,NA,NA,NA,NA,NA,26
11209,2020-05-05,985,2658,37.06,Bensonhurst - Bay Ridge,Brooklyn,NA,NA,NA,NA,NA,4
11210,2020-05-05,1466,3177,46.14,East Flatbush - Flatbush,Brooklyn,NA,NA,NA,NA,NA,8
11211,2020-05-05,1769,4235,41.77,Greenpoint,Brooklyn,NA,NA,NA,NA,NA,9
11212,2020-05-05,1534,3413,44.95,Bedford Stuyvesant - Crown Heights,Brooklyn,NA,NA,NA,NA,NA,7
11213,2020-05-05,1215,2650,45.85,Bedford Stuyvesant - Crown Heights,Brooklyn,NA,NA,NA,NA,NA,7
11214,2020-05-05,1316,2949,44.63,Bensonhurst - Bay Ridge,Brooklyn,NA,NA,NA,NA,NA,10
11215,2020-05-05,536,1688,31.75,Downtown - Heights - Slope,Brooklyn,NA,NA,NA,NA,NA,2
11216,2020-05-05,617,1599,38.59,Bedford Stuyvesant - Crown Heights,Brooklyn,NA,NA,NA,NA,NA,1
11217,2020-05-05,494,1190,41.51,Downtown - Heights - Slope,Brooklyn,NA,NA,NA,NA,NA,4
11218,2020-05-05,1476,3185,46.34,Borough Park,Brooklyn,NA,NA,NA,NA,NA,12
11219,2020-05-05,2443,5615,43.51,Borough Park,Brooklyn,NA,NA,NA,NA,NA,22
11220,2020-05-05,1287,2691,47.83,Sunset Park,Brooklyn,NA,NA,NA,NA,NA,10
11221,2020-05-05,1080,2465,43.81,Williamsburg - Bushwick,Brooklyn,NA,NA,NA,NA,NA,9
11222,2020-05-05,384,1006,38.17,Greenpoint,Brooklyn,NA,NA,NA,NA,NA,1
11223,2020-05-05,1459,3349,43.57,Coney Island - Sheepshead Bay,Brooklyn,NA,NA,NA,NA,NA,11
11224,2020-05-05,960,2132,45.03,Coney Island - Sheepshead Bay,Brooklyn,NA,NA,NA,NA,NA,10
11225,2020-05-05,1016,2257,45.02,East Flatbush - Flatbush,Brooklyn,NA,NA,NA,NA,NA,4
11226,2020-05-05,1894,3987,47.5,East Flatbush - Flatbush,Brooklyn,NA,NA,NA,NA,NA,24
11228,2020-05-05,571,1390,41.08,Bensonhurst - Bay Ridge,Brooklyn,NA,NA,NA,NA,NA,3
11229,2020-05-05,1341,3204,41.85,Coney Island - Sheepshead Bay,Brooklyn,NA,NA,NA,NA,NA,12
11230,2020-05-05,1980,4379,45.22,Borough Park,Brooklyn,NA,NA,NA,NA,NA,19
11231,2020-05-05,364,931,39.1,Downtown - Heights - Slope,Brooklyn,NA,NA,NA,NA,NA,3
11232,2020-05-05,429,818,52.44,Sunset Park,Brooklyn,NA,NA,NA,NA,NA,3
11233,2020-05-05,1102,2420,45.54,Bedford Stuyvesant - Crown Heights,Brooklyn,NA,NA,NA,NA,NA,7
11234,2020-05-05,2020,4387,46.05,Canarsie - Flatlands,Brooklyn,NA,NA,NA,NA,NA,6
11235,2020-05-05,1743,3800,45.87,Coney Island - Sheepshead Bay,Brooklyn,NA,NA,NA,NA,NA,13
11236,2020-05-05,2337,4731,49.4,Canarsie - Flatlands,Brooklyn,NA,NA,NA,NA,NA,9
11237,2020-05-05,805,1595,50.47,Williamsburg - Bushwick,Brooklyn,NA,NA,NA,NA,NA,8
11238,2020-05-05,657,1582,41.53,Bedford Stuyvesant - Crown Heights,Brooklyn,NA,NA,NA,NA,NA,3
11239,2020-05-05,439,969,45.3,Canarsie - Flatlands,Brooklyn,NA,NA,NA,NA,NA,1
11354,2020-05-05,951,1973,48.2,Flushing - Clearview,Queens,NA,NA,NA,NA,NA,6
11355,2020-05-05,1084,2227,48.68,Flushing - Clearview,Queens,NA,NA,NA,NA,NA,15
11356,2020-05-05,482,1070,45.05,Flushing - Clearview,Queens,NA,NA,NA,NA,NA,4
11357,2020-05-05,710,1666,42.62,Flushing - Clearview,Queens,NA,NA,NA,NA,NA,3
11358,2020-05-05,500,1250,40,Flushing - Clearview,Queens,NA,NA,NA,NA,NA,4
11360,2020-05-05,288,796,36.18,Flushing - Clearview,Queens,NA,NA,NA,NA,NA,1
11361,2020-05-05,394,983,40.08,Bayside - Little Neck,Queens,NA,NA,NA,NA,NA,4
11362,2020-05-05,275,706,38.95,Bayside - Little Neck,Queens,NA,NA,NA,NA,NA,1
11363,2020-05-05,90,250,36,Bayside - Little Neck,Queens,NA,NA,NA,NA,NA,1
11364,2020-05-05,422,1127,37.44,Bayside - Little Neck,Queens,NA,NA,NA,NA,NA,0
11365,2020-05-05,741,1729,42.86,Fresh Meadows,Queens,NA,NA,NA,NA,NA,5
11366,2020-05-05,354,793,44.64,Fresh Meadows,Queens,NA,NA,NA,NA,NA,1
11367,2020-05-05,903,2129,42.41,Fresh Meadows,Queens,NA,NA,NA,NA,NA,8
11368,2020-05-05,3774,6304,59.87,West Queens,Queens,NA,NA,NA,NA,NA,30
11369,2020-05-05,1376,2486,55.35,West Queens,Queens,NA,NA,NA,NA,NA,16
11370,2020-05-05,1225,2409,50.85,West Queens,Queens,NA,NA,NA,NA,NA,6
11372,2020-05-05,2179,3912,55.7,West Queens,Queens,NA,NA,NA,NA,NA,36
11373,2020-05-05,2836,5328,53.23,West Queens,Queens,NA,NA,NA,NA,NA,36
11374,2020-05-05,945,2241,42.17,Ridgewood - Forest Hills,Queens,NA,NA,NA,NA,NA,5
11375,2020-05-05,1379,3265,42.24,Ridgewood - Forest Hills,Queens,NA,NA,NA,NA,NA,4
11377,2020-05-05,1867,3959,47.16,West Queens,Queens,NA,NA,NA,NA,NA,14
11378,2020-05-05,651,1512,43.06,West Queens,Queens,NA,NA,NA,NA,NA,5
11379,2020-05-05,709,1679,42.23,Ridgewood - Forest Hills,Queens,NA,NA,NA,NA,NA,1
11385,2020-05-05,1849,4004,46.18,Ridgewood - Forest Hills,Queens,NA,NA,NA,NA,NA,13
11411,2020-05-05,612,1215,50.37,Southeast Queens,Queens,NA,NA,NA,NA,NA,10
11412,2020-05-05,1134,2249,50.42,Jamaica,Queens,NA,NA,NA,NA,NA,7
11413,2020-05-05,1168,2402,48.63,Southeast Queens,Queens,NA,NA,NA,NA,NA,9
11414,2020-05-05,732,1521,48.13,Southwest Queens,Queens,NA,NA,NA,NA,NA,2
11415,2020-05-05,460,1029,44.7,Southwest Queens,Queens,NA,NA,NA,NA,NA,7
11416,2020-05-05,608,1185,51.31,Southwest Queens,Queens,NA,NA,NA,NA,NA,3
11417,2020-05-05,779,1602,48.63,Southwest Queens,Queens,NA,NA,NA,NA,NA,7
11418,2020-05-05,932,2010,46.37,Southwest Queens,Queens,NA,NA,NA,NA,NA,10
11419,2020-05-05,1014,2070,48.99,Southwest Queens,Queens,NA,NA,NA,NA,NA,12
11420,2020-05-05,1196,2500,47.84,Southwest Queens,Queens,NA,NA,NA,NA,NA,7
11421,2020-05-05,1037,2123,48.85,Southwest Queens,Queens,NA,NA,NA,NA,NA,7
11422,2020-05-05,869,1849,47,Southeast Queens,Queens,NA,NA,NA,NA,NA,8
11423,2020-05-05,894,1781,50.2,Jamaica,Queens,NA,NA,NA,NA,NA,4
11426,2020-05-05,455,987,46.1,Southeast Queens,Queens,NA,NA,NA,NA,NA,1
11427,2020-05-05,690,1415,48.76,Southeast Queens,Queens,NA,NA,NA,NA,NA,2
11428,2020-05-05,606,1145,52.93,Southeast Queens,Queens,NA,NA,NA,NA,NA,5
11429,2020-05-05,838,1558,53.79,Southeast Queens,Queens,NA,NA,NA,NA,NA,3
11432,2020-05-05,1533,3034,50.53,Jamaica,Queens,NA,NA,NA,NA,NA,14
11433,2020-05-05,826,1729,47.77,Jamaica,Queens,NA,NA,NA,NA,NA,2
11434,2020-05-05,1739,3573,48.67,Jamaica,Queens,NA,NA,NA,NA,NA,9
11435,2020-05-05,1404,2984,47.05,Jamaica,Queens,NA,NA,NA,NA,NA,14
11436,2020-05-05,464,1000,46.4,Jamaica,Queens,NA,NA,NA,NA,NA,5
11691,2020-05-05,1950,3715,52.49,Rockaway,Queens,NA,NA,NA,NA,NA,15
11692,2020-05-05,523,1068,48.97,Rockaway,Queens,NA,NA,NA,NA,NA,13
11693,2020-05-05,295,635,46.46,Rockaway,Queens,NA,NA,NA,NA,NA,1
11694,2020-05-05,623,1351,46.11,Rockaway,Queens,NA,NA,NA,NA,NA,1
11697,2020-05-05,85,207,41.06,Rockaway,Queens,NA,NA,NA,NA,NA,0
10001,2020-05-06,313,944,33.16,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,-1
10002,2020-05-06,899,2169,41.45,Union Square - Lower East Side,Manhattan,NA,NA,NA,NA,NA,9
10003,2020-05-06,406,1308,31.04,Union Square - Lower East Side,Manhattan,NA,NA,NA,NA,NA,4
10004,2020-05-06,28,91,30.77,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10005,2020-05-06,54,223,24.22,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10006,2020-05-06,21,97,21.65,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10007,2020-05-06,48,212,22.64,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10009,2020-05-06,614,1844,33.3,Union Square - Lower East Side,Manhattan,NA,NA,NA,NA,NA,1
10010,2020-05-06,237,1003,23.63,Gramercy Park - Murray Hill,Manhattan,NA,NA,NA,NA,NA,0
10011,2020-05-06,471,1391,33.86,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,2
10012,2020-05-06,148,518,28.57,Greenwich Village - Soho,Manhattan,NA,NA,NA,NA,NA,1
10013,2020-05-06,225,736,30.57,Greenwich Village - Soho,Manhattan,NA,NA,NA,NA,NA,5
10014,2020-05-06,270,807,33.46,Greenwich Village - Soho,Manhattan,NA,NA,NA,NA,NA,1
10016,2020-05-06,613,2082,29.44,Gramercy Park - Murray Hill,Manhattan,NA,NA,NA,NA,NA,3
10017,2020-05-06,126,513,24.56,Gramercy Park - Murray Hill,Manhattan,NA,NA,NA,NA,NA,1
10018,2020-05-06,193,569,33.92,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,0
10019,2020-05-06,529,1592,33.23,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,2
10021,2020-05-06,496,1758,28.21,Upper East Side,Manhattan,NA,NA,NA,NA,NA,1
10022,2020-05-06,303,1110,27.3,Gramercy Park - Murray Hill,Manhattan,NA,NA,NA,NA,NA,4
10023,2020-05-06,500,1765,28.33,Upper West Side,Manhattan,NA,NA,NA,NA,NA,4
10024,2020-05-06,581,1919,30.28,Upper West Side,Manhattan,NA,NA,NA,NA,NA,5
10025,2020-05-06,1104,3266,33.8,Upper West Side,Manhattan,NA,NA,NA,NA,NA,3
10026,2020-05-06,570,1515,37.62,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,6
10027,2020-05-06,863,2230,38.7,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,9
10028,2020-05-06,434,1527,28.42,Upper East Side,Manhattan,NA,NA,NA,NA,NA,5
10029,2020-05-06,1576,3647,43.21,East Harlem,Manhattan,NA,NA,NA,NA,NA,17
10030,2020-05-06,432,1072,40.3,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,4
10031,2020-05-06,1090,2335,46.68,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,8
10032,2020-05-06,1266,2771,45.69,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,11
10033,2020-05-06,1142,2474,46.16,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,12
10034,2020-05-06,604,1544,39.12,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,4
10035,2020-05-06,816,1844,44.25,East Harlem,Manhattan,NA,NA,NA,NA,NA,11
10036,2020-05-06,364,1076,33.83,Chelsea - Clinton,Manhattan,NA,NA,NA,NA,NA,1
10037,2020-05-06,376,927,40.56,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,5
10038,2020-05-06,222,609,36.45,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,1
10039,2020-05-06,442,1124,39.32,Central Harlem - Morningside Height,Manhattan,NA,NA,NA,NA,NA,3
10040,2020-05-06,876,1961,44.67,Washington Heights - Inwood,Manhattan,NA,NA,NA,NA,NA,11
10044,2020-05-06,187,435,42.99,Upper East Side,Manhattan,NA,NA,NA,NA,NA,4
10065,2020-05-06,292,1161,25.15,Upper East Side,Manhattan,NA,NA,NA,NA,NA,3
10069,2020-05-06,46,174,26.44,Upper West Side,Manhattan,NA,NA,NA,NA,NA,0
10075,2020-05-06,344,1083,31.76,Upper East Side,Manhattan,NA,NA,NA,NA,NA,2
10128,2020-05-06,565,2120,26.65,Upper East Side,Manhattan,NA,NA,NA,NA,NA,7
10280,2020-05-06,38,183,20.77,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10282,2020-05-06,64,180,35.56,Lower Manhattan,Manhattan,NA,NA,NA,NA,NA,0
10301,2020-05-06,1033,2550,40.51,Stapleton - St. George,Staten Island,NA,NA,NA,NA,NA,13
10302,2020-05-06,572,1309,43.7,Port Richmond,Staten Island,NA,NA,NA,NA,NA,5
10303,2020-05-06,768,1834,41.88,Port Richmond,Staten Island,NA,NA,NA,NA,NA,6
10304,2020-05-06,1259,3039,41.43,Stapleton - St. George,Staten Island,NA,NA,NA,NA,NA,11
10305,2020-05-06,1109,2946,37.64,Stapleton - St. George,Staten Island,NA,NA,NA,NA,NA,5
10306,2020-05-06,1320,3814,34.61,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,4
10307,2020-05-06,358,1014,35.31,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,4
10308,2020-05-06,589,1779,33.11,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,2
10309,2020-05-06,786,2279,34.49,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,3
10310,2020-05-06,671,1762,38.08,Port Richmond,Staten Island,NA,NA,NA,NA,NA,8
10312,2020-05-06,1395,3880,35.95,South Beach - Tottenville,Staten Island,NA,NA,NA,NA,NA,6
10314,2020-05-06,2443,6406,38.14,Willowbrook,Staten Island,NA,NA,NA,NA,NA,7
10451,2020-05-06,1443,3190,45.24,High Bridge - Morrisania,Bronx,NA,NA,NA,NA,NA,14
10452,2020-05-06,2030,4430,45.82,High Bridge - Morrisania,Bronx,NA,NA,NA,NA,NA,14
10453,2020-05-06,2032,4465,45.51,Crotona - Tremont,Bronx,NA,NA,NA,NA,NA,20
10454,2020-05-06,992,2298,43.17,Hunts Point - Mott Haven,Bronx,NA,NA,NA,NA,NA,10
10455,2020-05-06,1110,2423,45.81,Hunts Point - Mott Haven,Bronx,NA,NA,NA,NA,NA,12
10456,2020-05-06,2184,4995,43.72,High Bridge - Morrisania,Bronx,NA,NA,NA,NA,NA,22
10457,2020-05-06,1819,4097,44.4,Crotona - Tremont,Bronx,NA,NA,NA,NA,NA,14
10458,2020-05-06,1780,4053,43.92,Fordham - Bronx Park,Bronx,NA,NA,NA,NA,NA,21
10459,2020-05-06,1327,2782,47.7,Hunts Point - Mott Haven,Bronx,NA,NA,NA,NA,NA,12
10460,2020-05-06,1443,3175,45.45,Crotona - Tremont,Bronx,NA,NA,NA,NA,NA,18
10461,2020-05-06,1719,4157,41.35,Pelham - Throgs Neck,Bronx,NA,NA,NA,NA,NA,11
10462,2020-05-06,2016,4734,42.59,Pelham - Throgs Neck,Bronx,NA,NA,NA,NA,NA,6
10463,2020-05-06,1662,4134,40.2,Kingsbridge - Riverdale,Bronx,NA,NA,NA,NA,NA,17
