MODZCTA,month,date,positive,total,zcta_cum_perc_pos,newcases_apr_day,neighborhood_name,borough_group,time
10001,Apr,1,113,265,NA,23,Chelsea/NoMad/West Chelsea,Manhattan,Apr01
10001,Apr,3,136,304,44.74,10,Chelsea/NoMad/West Chelsea,Manhattan,Apr03
10001,Apr,4,146,321,45.48,12,Chelsea/NoMad/West Chelsea,Manhattan,Apr04
10001,Apr,5,158,337,46.88,0,Chelsea/NoMad/West Chelsea,Manhattan,Apr05
10001,Apr,6,158,337,46.88,12,Chelsea/NoMad/West Chelsea,Manhattan,Apr06
10001,Apr,7,170,364,46.7,8,Chelsea/NoMad/West Chelsea,Manhattan,Apr07
10001,Apr,8,178,384,46.35,13,Chelsea/NoMad/West Chelsea,Manhattan,Apr08
10001,Apr,9,191,408,46.81,6,Chelsea/NoMad/West Chelsea,Manhattan,Apr09
10001,Apr,10,197,429,45.92,4,Chelsea/NoMad/West Chelsea,Manhattan,Apr10
10001,Apr,11,201,435,46.21,10,Chelsea/NoMad/West Chelsea,Manhattan,Apr11
10001,Apr,12,211,448,47.1,10,Chelsea/NoMad/West Chelsea,Manhattan,Apr12
10001,Apr,13,221,462,47.84,10,Chelsea/NoMad/West Chelsea,Manhattan,Apr13
10001,Apr,14,231,480,48.12,7,Chelsea/NoMad/West Chelsea,Manhattan,Apr14
10001,Apr,15,238,502,47.41,4,Chelsea/NoMad/West Chelsea,Manhattan,Apr15
10001,Apr,16,242,521,46.45,9,Chelsea/NoMad/West Chelsea,Manhattan,Apr16
10001,Apr,17,251,545,46.06,3,Chelsea/NoMad/West Chelsea,Manhattan,Apr17
10001,Apr,18,254,563,45.12,6,Chelsea/NoMad/West Chelsea,Manhattan,Apr18
10001,Apr,19,260,571,45.53,1,Chelsea/NoMad/West Chelsea,Manhattan,Apr19
10001,Apr,20,261,582,44.85,5,Chelsea/NoMad/West Chelsea,Manhattan,Apr20
10001,Apr,21,266,600,44.33,2,Chelsea/NoMad/West Chelsea,Manhattan,Apr21
10001,Apr,22,268,603,44.44,9,Chelsea/NoMad/West Chelsea,Manhattan,Apr22
10001,Apr,23,277,636,43.55,8,Chelsea/NoMad/West Chelsea,Manhattan,Apr23
10001,Apr,24,285,661,43.12,3,Chelsea/NoMad/West Chelsea,Manhattan,Apr24
10001,Apr,25,288,685,42.04,87,Chelsea/NoMad/West Chelsea,Manhattan,Apr25
10001,Apr,26,375,851,44.07,-76,Chelsea/NoMad/West Chelsea,Manhattan,Apr26
10001,Apr,27,299,737,40.57,1,Chelsea/NoMad/West Chelsea,Manhattan,Apr27
10001,Apr,28,300,759,39.53,1,Chelsea/NoMad/West Chelsea,Manhattan,Apr28
10001,Apr,29,301,793,37.96,2,Chelsea/NoMad/West Chelsea,Manhattan,Apr29
10001,Apr,30,303,805,37.64,1,Chelsea/NoMad/West Chelsea,Manhattan,Apr30
10002,Apr,1,250,542,NA,67,Chinatown/Lower East Side,Manhattan,Apr01
10002,Apr,3,317,651,48.69,24,Chinatown/Lower East Side,Manhattan,Apr03
10002,Apr,4,341,684,49.85,19,Chinatown/Lower East Side,Manhattan,Apr04
10002,Apr,5,360,718,50.14,0,Chinatown/Lower East Side,Manhattan,Apr05
10002,Apr,6,360,718,50.14,45,Chinatown/Lower East Side,Manhattan,Apr06
10002,Apr,7,405,792,51.14,16,Chinatown/Lower East Side,Manhattan,Apr07
10002,Apr,8,421,836,50.36,35,Chinatown/Lower East Side,Manhattan,Apr08
10002,Apr,9,456,889,51.29,36,Chinatown/Lower East Side,Manhattan,Apr09
10002,Apr,10,492,949,51.84,8,Chinatown/Lower East Side,Manhattan,Apr10
10002,Apr,11,500,970,51.55,39,Chinatown/Lower East Side,Manhattan,Apr11
10002,Apr,12,539,1024,52.64,15,Chinatown/Lower East Side,Manhattan,Apr12
10002,Apr,13,554,1045,53.01,24,Chinatown/Lower East Side,Manhattan,Apr13
10002,Apr,14,578,1094,52.83,67,Chinatown/Lower East Side,Manhattan,Apr14
10002,Apr,15,645,1203,53.62,21,Chinatown/Lower East Side,Manhattan,Apr15
10002,Apr,16,666,1250,53.28,19,Chinatown/Lower East Side,Manhattan,Apr16
10002,Apr,17,685,1297,52.81,10,Chinatown/Lower East Side,Manhattan,Apr17
10002,Apr,18,695,1325,52.45,17,Chinatown/Lower East Side,Manhattan,Apr18
10002,Apr,19,712,1358,52.43,4,Chinatown/Lower East Side,Manhattan,Apr19
10002,Apr,20,716,1384,51.73,13,Chinatown/Lower East Side,Manhattan,Apr20
10002,Apr,21,729,1419,51.37,4,Chinatown/Lower East Side,Manhattan,Apr21
10002,Apr,22,733,1427,51.37,23,Chinatown/Lower East Side,Manhattan,Apr22
10002,Apr,23,756,1498,50.47,18,Chinatown/Lower East Side,Manhattan,Apr23
10002,Apr,24,774,1561,49.58,6,Chinatown/Lower East Side,Manhattan,Apr24
10002,Apr,25,780,1603,48.66,198,Chinatown/Lower East Side,Manhattan,Apr25
10002,Apr,26,978,1962,49.85,-170,Chinatown/Lower East Side,Manhattan,Apr26
10002,Apr,27,808,1684,47.98,20,Chinatown/Lower East Side,Manhattan,Apr27
10002,Apr,28,828,1746,47.42,4,Chinatown/Lower East Side,Manhattan,Apr28
10002,Apr,29,832,1795,46.35,5,Chinatown/Lower East Side,Manhattan,Apr29
10002,Apr,30,837,1849,45.27,11,Chinatown/Lower East Side,Manhattan,Apr30
10003,Apr,1,161,379,NA,30,East Village/Gramercy/Greenwich Village,Manhattan,Apr01
10003,Apr,3,191,438,43.61,7,East Village/Gramercy/Greenwich Village,Manhattan,Apr03
10003,Apr,4,198,464,42.67,12,East Village/Gramercy/Greenwich Village,Manhattan,Apr04
10003,Apr,5,210,490,42.86,0,East Village/Gramercy/Greenwich Village,Manhattan,Apr05
10003,Apr,6,210,490,42.86,20,East Village/Gramercy/Greenwich Village,Manhattan,Apr06
10003,Apr,7,230,543,42.36,8,East Village/Gramercy/Greenwich Village,Manhattan,Apr07
10003,Apr,8,238,563,42.27,15,East Village/Gramercy/Greenwich Village,Manhattan,Apr08
10003,Apr,9,253,597,42.38,11,East Village/Gramercy/Greenwich Village,Manhattan,Apr09
10003,Apr,10,264,622,42.44,3,East Village/Gramercy/Greenwich Village,Manhattan,Apr10
10003,Apr,11,267,636,41.98,12,East Village/Gramercy/Greenwich Village,Manhattan,Apr11
10003,Apr,12,279,662,42.15,6,East Village/Gramercy/Greenwich Village,Manhattan,Apr12
10003,Apr,13,285,678,42.04,5,East Village/Gramercy/Greenwich Village,Manhattan,Apr13
10003,Apr,14,290,692,41.91,33,East Village/Gramercy/Greenwich Village,Manhattan,Apr14
10003,Apr,15,323,759,42.56,6,East Village/Gramercy/Greenwich Village,Manhattan,Apr15
10003,Apr,16,329,777,42.34,8,East Village/Gramercy/Greenwich Village,Manhattan,Apr16
10003,Apr,17,337,794,42.44,5,East Village/Gramercy/Greenwich Village,Manhattan,Apr17
10003,Apr,18,342,812,42.12,5,East Village/Gramercy/Greenwich Village,Manhattan,Apr18
10003,Apr,19,347,830,41.81,4,East Village/Gramercy/Greenwich Village,Manhattan,Apr19
10003,Apr,20,351,840,41.79,4,East Village/Gramercy/Greenwich Village,Manhattan,Apr20
10003,Apr,21,355,857,41.42,3,East Village/Gramercy/Greenwich Village,Manhattan,Apr21
10003,Apr,22,358,864,41.44,5,East Village/Gramercy/Greenwich Village,Manhattan,Apr22
10003,Apr,23,363,908,39.98,4,East Village/Gramercy/Greenwich Village,Manhattan,Apr23
10003,Apr,24,367,941,39,1,East Village/Gramercy/Greenwich Village,Manhattan,Apr24
10003,Apr,25,368,977,37.67,119,East Village/Gramercy/Greenwich Village,Manhattan,Apr25
10003,Apr,26,487,1194,40.79,-109,East Village/Gramercy/Greenwich Village,Manhattan,Apr26
10003,Apr,27,378,1014,37.28,3,East Village/Gramercy/Greenwich Village,Manhattan,Apr27
10003,Apr,28,381,1037,36.74,1,East Village/Gramercy/Greenwich Village,Manhattan,Apr28
10003,Apr,29,382,1067,35.8,5,East Village/Gramercy/Greenwich Village,Manhattan,Apr29
10003,Apr,30,387,1114,34.74,2,East Village/Gramercy/Greenwich Village,Manhattan,Apr30
10004,Apr,1,16,38,NA,3,Financial District,Manhattan,Apr01
10004,Apr,3,19,42,45.24,1,Financial District,Manhattan,Apr03
10004,Apr,4,20,45,44.44,0,Financial District,Manhattan,Apr04
10004,Apr,5,20,45,44.44,0,Financial District,Manhattan,Apr05
10004,Apr,6,20,45,44.44,0,Financial District,Manhattan,Apr06
10004,Apr,7,20,45,44.44,0,Financial District,Manhattan,Apr07
10004,Apr,8,20,47,42.55,1,Financial District,Manhattan,Apr08
10004,Apr,9,21,48,43.75,1,Financial District,Manhattan,Apr09
10004,Apr,10,22,53,41.51,0,Financial District,Manhattan,Apr10
10004,Apr,11,22,54,40.74,1,Financial District,Manhattan,Apr11
10004,Apr,12,23,59,38.98,0,Financial District,Manhattan,Apr12
10004,Apr,13,23,59,38.98,0,Financial District,Manhattan,Apr13
10004,Apr,14,23,59,38.98,0,Financial District,Manhattan,Apr14
10004,Apr,15,23,60,38.33,1,Financial District,Manhattan,Apr15
10004,Apr,16,24,60,40,0,Financial District,Manhattan,Apr16
10004,Apr,17,24,60,40,0,Financial District,Manhattan,Apr17
10004,Apr,18,24,62,38.71,0,Financial District,Manhattan,Apr18
10004,Apr,19,24,64,37.5,1,Financial District,Manhattan,Apr19
10004,Apr,20,25,65,38.46,1,Financial District,Manhattan,Apr20
10004,Apr,21,26,66,39.39,0,Financial District,Manhattan,Apr21
10004,Apr,22,26,67,38.81,0,Financial District,Manhattan,Apr22
10004,Apr,23,26,71,36.62,-1,Financial District,Manhattan,Apr23
10004,Apr,24,25,73,34.25,1,Financial District,Manhattan,Apr24
10004,Apr,25,26,75,34.67,10,Financial District,Manhattan,Apr25
10004,Apr,26,36,87,41.38,-10,Financial District,Manhattan,Apr26
10004,Apr,27,26,77,33.77,0,Financial District,Manhattan,Apr27
10004,Apr,28,26,79,32.91,0,Financial District,Manhattan,Apr28
10004,Apr,29,26,79,32.91,0,Financial District,Manhattan,Apr29
10004,Apr,30,26,79,32.91,0,Financial District,Manhattan,Apr30
10005,Apr,1,25,81,NA,3,Financial District,Manhattan,Apr01
10005,Apr,3,28,94,29.79,0,Financial District,Manhattan,Apr03
10005,Apr,4,28,95,29.47,1,Financial District,Manhattan,Apr04
10005,Apr,5,29,96,30.21,0,Financial District,Manhattan,Apr05
10005,Apr,6,29,96,30.21,3,Financial District,Manhattan,Apr06
10005,Apr,7,32,103,31.07,0,Financial District,Manhattan,Apr07
10005,Apr,8,32,104,30.77,4,Financial District,Manhattan,Apr08
10005,Apr,9,36,108,33.33,0,Financial District,Manhattan,Apr09
10005,Apr,10,36,109,33.03,1,Financial District,Manhattan,Apr10
10005,Apr,11,37,112,33.04,1,Financial District,Manhattan,Apr11
10005,Apr,12,38,116,32.76,1,Financial District,Manhattan,Apr12
10005,Apr,13,39,117,33.33,1,Financial District,Manhattan,Apr13
10005,Apr,14,40,122,32.79,1,Financial District,Manhattan,Apr14
10005,Apr,15,41,126,32.54,1,Financial District,Manhattan,Apr15
10005,Apr,16,42,130,32.31,2,Financial District,Manhattan,Apr16
10005,Apr,17,44,133,33.08,0,Financial District,Manhattan,Apr17
10005,Apr,18,44,134,32.84,0,Financial District,Manhattan,Apr18
10005,Apr,19,44,137,32.12,0,Financial District,Manhattan,Apr19
10005,Apr,20,44,137,32.12,0,Financial District,Manhattan,Apr20
10005,Apr,21,44,140,31.43,0,Financial District,Manhattan,Apr21
10005,Apr,22,44,140,31.43,1,Financial District,Manhattan,Apr22
10005,Apr,23,45,144,31.25,2,Financial District,Manhattan,Apr23
10005,Apr,24,47,150,31.33,1,Financial District,Manhattan,Apr24
10005,Apr,25,48,156,30.77,11,Financial District,Manhattan,Apr25
10005,Apr,26,59,182,32.42,-10,Financial District,Manhattan,Apr26
10005,Apr,27,49,166,29.52,2,Financial District,Manhattan,Apr27
10005,Apr,28,51,171,29.82,1,Financial District,Manhattan,Apr28
10005,Apr,29,52,177,29.38,0,Financial District,Manhattan,Apr29
10005,Apr,30,52,190,27.37,1,Financial District,Manhattan,Apr30
10006,Apr,1,6,24,NA,1,Financial District,Manhattan,Apr01
10006,Apr,3,7,26,26.92,0,Financial District,Manhattan,Apr03
10006,Apr,4,7,28,25,0,Financial District,Manhattan,Apr04
10006,Apr,5,7,30,23.33,0,Financial District,Manhattan,Apr05
10006,Apr,6,7,30,23.33,1,Financial District,Manhattan,Apr06
10006,Apr,7,8,33,24.24,0,Financial District,Manhattan,Apr07
10006,Apr,8,8,36,22.22,0,Financial District,Manhattan,Apr08
10006,Apr,9,8,39,20.51,0,Financial District,Manhattan,Apr09
10006,Apr,10,8,39,20.51,0,Financial District,Manhattan,Apr10
10006,Apr,11,8,39,20.51,2,Financial District,Manhattan,Apr11
10006,Apr,12,10,43,23.26,1,Financial District,Manhattan,Apr12
10006,Apr,13,11,44,25,0,Financial District,Manhattan,Apr13
10006,Apr,14,11,46,23.91,1,Financial District,Manhattan,Apr14
10006,Apr,15,12,49,24.49,1,Financial District,Manhattan,Apr15
10006,Apr,16,13,52,25,1,Financial District,Manhattan,Apr16
10006,Apr,17,14,54,25.93,0,Financial District,Manhattan,Apr17
10006,Apr,18,14,54,25.93,0,Financial District,Manhattan,Apr18
10006,Apr,19,14,54,25.93,0,Financial District,Manhattan,Apr19
10006,Apr,20,14,55,25.45,1,Financial District,Manhattan,Apr20
10006,Apr,21,15,58,25.86,0,Financial District,Manhattan,Apr21
10006,Apr,22,15,58,25.86,0,Financial District,Manhattan,Apr22
10006,Apr,23,15,61,24.59,0,Financial District,Manhattan,Apr23
10006,Apr,24,15,63,23.81,1,Financial District,Manhattan,Apr24
10006,Apr,25,16,68,23.53,6,Financial District,Manhattan,Apr25
10006,Apr,26,22,77,28.57,-1,Financial District,Manhattan,Apr26
10006,Apr,27,21,77,27.27,0,Financial District,Manhattan,Apr27
10006,Apr,28,21,78,26.92,0,Financial District,Manhattan,Apr28
10006,Apr,29,21,80,26.25,0,Financial District,Manhattan,Apr29
10006,Apr,30,21,81,25.93,0,Financial District,Manhattan,Apr30
10007,Apr,1,26,67,NA,2,TriBeCa,Manhattan,Apr01
10007,Apr,3,28,75,37.33,1,TriBeCa,Manhattan,Apr03
10007,Apr,4,29,78,37.18,0,TriBeCa,Manhattan,Apr04
10007,Apr,5,29,81,35.8,0,TriBeCa,Manhattan,Apr05
10007,Apr,6,29,81,35.8,1,TriBeCa,Manhattan,Apr06
10007,Apr,7,30,86,34.88,0,TriBeCa,Manhattan,Apr07
10007,Apr,8,30,90,33.33,1,TriBeCa,Manhattan,Apr08
10007,Apr,9,31,95,32.63,1,TriBeCa,Manhattan,Apr09
10007,Apr,10,32,102,31.37,0,TriBeCa,Manhattan,Apr10
10007,Apr,11,32,103,31.07,2,TriBeCa,Manhattan,Apr11
10007,Apr,12,34,107,31.78,0,TriBeCa,Manhattan,Apr12
10007,Apr,13,34,109,31.19,1,TriBeCa,Manhattan,Apr13
10007,Apr,14,35,112,31.25,0,TriBeCa,Manhattan,Apr14
10007,Apr,15,35,115,30.43,1,TriBeCa,Manhattan,Apr15
10007,Apr,16,36,118,30.51,1,TriBeCa,Manhattan,Apr16
10007,Apr,17,37,123,30.08,2,TriBeCa,Manhattan,Apr17
10007,Apr,18,39,127,30.71,1,TriBeCa,Manhattan,Apr18
10007,Apr,19,40,130,30.77,1,TriBeCa,Manhattan,Apr19
10007,Apr,20,41,134,30.6,1,TriBeCa,Manhattan,Apr20
10007,Apr,21,42,142,29.58,0,TriBeCa,Manhattan,Apr21
10007,Apr,22,42,143,29.37,0,TriBeCa,Manhattan,Apr22
10007,Apr,23,42,151,27.81,4,TriBeCa,Manhattan,Apr23
10007,Apr,24,46,163,28.22,0,TriBeCa,Manhattan,Apr24
10007,Apr,25,46,167,27.54,4,TriBeCa,Manhattan,Apr25
10007,Apr,26,50,186,26.88,-4,TriBeCa,Manhattan,Apr26
10007,Apr,27,46,176,26.14,-1,TriBeCa,Manhattan,Apr27
10007,Apr,28,45,178,25.28,0,TriBeCa,Manhattan,Apr28
10007,Apr,29,45,180,25,0,TriBeCa,Manhattan,Apr29
10007,Apr,30,45,182,24.73,0,TriBeCa,Manhattan,Apr30
10009,Apr,1,181,450,NA,55,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr01
10009,Apr,3,236,548,43.07,17,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr03
10009,Apr,4,253,581,43.55,9,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr04
10009,Apr,5,262,597,43.89,0,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr05
10009,Apr,6,262,597,43.89,36,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr06
10009,Apr,7,298,662,45.02,10,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr07
10009,Apr,8,308,691,44.57,25,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr08
10009,Apr,9,333,730,45.62,15,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr09
10009,Apr,10,348,782,44.5,1,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr10
10009,Apr,11,349,797,43.79,32,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr11
10009,Apr,12,381,851,44.77,8,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr12
10009,Apr,13,389,879,44.25,18,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr13
10009,Apr,14,407,918,44.34,63,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr14
10009,Apr,15,470,1041,45.15,10,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr15
10009,Apr,16,480,1074,44.69,14,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr16
10009,Apr,17,494,1107,44.63,7,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr17
10009,Apr,18,501,1150,43.57,17,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr18
10009,Apr,19,518,1180,43.9,4,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr19
10009,Apr,20,522,1194,43.72,8,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr20
10009,Apr,21,530,1230,43.09,0,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr21
10009,Apr,22,530,1232,43.02,17,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr22
10009,Apr,23,547,1312,41.69,6,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr23
10009,Apr,24,553,1349,40.99,8,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr24
10009,Apr,25,561,1377,40.74,99,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr25
10009,Apr,26,660,1606,41.1,-81,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr26
10009,Apr,27,579,1473,39.31,8,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr27
10009,Apr,28,587,1526,38.47,5,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr28
10009,Apr,29,592,1576,37.56,5,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr29
10009,Apr,30,597,1614,36.99,4,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,Apr30
10010,Apr,1,101,282,NA,17,Flatiron/Gramercy/Kips Bay,Manhattan,Apr01
10010,Apr,3,118,336,35.12,1,Flatiron/Gramercy/Kips Bay,Manhattan,Apr03
10010,Apr,4,119,344,34.59,2,Flatiron/Gramercy/Kips Bay,Manhattan,Apr04
10010,Apr,5,121,349,34.67,0,Flatiron/Gramercy/Kips Bay,Manhattan,Apr05
10010,Apr,6,121,349,34.67,12,Flatiron/Gramercy/Kips Bay,Manhattan,Apr06
10010,Apr,7,133,377,35.28,4,Flatiron/Gramercy/Kips Bay,Manhattan,Apr07
10010,Apr,8,137,391,35.04,13,Flatiron/Gramercy/Kips Bay,Manhattan,Apr08
10010,Apr,9,150,413,36.32,8,Flatiron/Gramercy/Kips Bay,Manhattan,Apr09
10010,Apr,10,158,441,35.83,2,Flatiron/Gramercy/Kips Bay,Manhattan,Apr10
10010,Apr,11,160,451,35.48,6,Flatiron/Gramercy/Kips Bay,Manhattan,Apr11
10010,Apr,12,166,468,35.47,3,Flatiron/Gramercy/Kips Bay,Manhattan,Apr12
10010,Apr,13,169,472,35.81,6,Flatiron/Gramercy/Kips Bay,Manhattan,Apr13
10010,Apr,14,175,486,36.01,13,Flatiron/Gramercy/Kips Bay,Manhattan,Apr14
10010,Apr,15,188,506,37.15,2,Flatiron/Gramercy/Kips Bay,Manhattan,Apr15
10010,Apr,16,190,520,36.54,5,Flatiron/Gramercy/Kips Bay,Manhattan,Apr16
10010,Apr,17,195,536,36.38,5,Flatiron/Gramercy/Kips Bay,Manhattan,Apr17
10010,Apr,18,200,557,35.91,1,Flatiron/Gramercy/Kips Bay,Manhattan,Apr18
10010,Apr,19,201,561,35.83,1,Flatiron/Gramercy/Kips Bay,Manhattan,Apr19
10010,Apr,20,202,570,35.44,1,Flatiron/Gramercy/Kips Bay,Manhattan,Apr20
10010,Apr,21,203,591,34.35,1,Flatiron/Gramercy/Kips Bay,Manhattan,Apr21
10010,Apr,22,204,594,34.34,6,Flatiron/Gramercy/Kips Bay,Manhattan,Apr22
10010,Apr,23,210,633,33.18,5,Flatiron/Gramercy/Kips Bay,Manhattan,Apr23
10010,Apr,24,215,665,32.33,1,Flatiron/Gramercy/Kips Bay,Manhattan,Apr24
10010,Apr,25,216,695,31.08,61,Flatiron/Gramercy/Kips Bay,Manhattan,Apr25
10010,Apr,26,277,834,33.21,-53,Flatiron/Gramercy/Kips Bay,Manhattan,Apr26
10010,Apr,27,224,733,30.56,1,Flatiron/Gramercy/Kips Bay,Manhattan,Apr27
10010,Apr,28,225,763,29.49,1,Flatiron/Gramercy/Kips Bay,Manhattan,Apr28
10010,Apr,29,226,785,28.79,0,Flatiron/Gramercy/Kips Bay,Manhattan,Apr29
10010,Apr,30,226,805,28.07,2,Flatiron/Gramercy/Kips Bay,Manhattan,Apr30
10011,Apr,1,222,487,NA,33,Chelsea,Manhattan,Apr01
10011,Apr,3,255,549,46.45,12,Chelsea,Manhattan,Apr03
10011,Apr,4,267,576,46.35,11,Chelsea,Manhattan,Apr04
10011,Apr,5,278,596,46.64,0,Chelsea,Manhattan,Apr05
10011,Apr,6,278,596,46.64,30,Chelsea,Manhattan,Apr06
10011,Apr,7,308,640,48.12,8,Chelsea,Manhattan,Apr07
10011,Apr,8,316,660,47.88,13,Chelsea,Manhattan,Apr08
10011,Apr,9,329,678,48.53,12,Chelsea,Manhattan,Apr09
10011,Apr,10,341,695,49.06,1,Chelsea,Manhattan,Apr10
10011,Apr,11,342,704,48.58,13,Chelsea,Manhattan,Apr11
10011,Apr,12,355,731,48.56,4,Chelsea,Manhattan,Apr12
10011,Apr,13,359,742,48.38,6,Chelsea,Manhattan,Apr13
10011,Apr,14,365,755,48.34,10,Chelsea,Manhattan,Apr14
10011,Apr,15,375,787,47.65,5,Chelsea,Manhattan,Apr15
10011,Apr,16,380,798,47.62,4,Chelsea,Manhattan,Apr16
10011,Apr,17,384,817,47,6,Chelsea,Manhattan,Apr17
10011,Apr,18,390,834,46.76,4,Chelsea,Manhattan,Apr18
10011,Apr,19,394,852,46.24,4,Chelsea,Manhattan,Apr19
10011,Apr,20,398,872,45.64,5,Chelsea,Manhattan,Apr20
10011,Apr,21,403,892,45.18,1,Chelsea,Manhattan,Apr21
10011,Apr,22,404,894,45.19,7,Chelsea,Manhattan,Apr22
10011,Apr,23,411,942,43.63,11,Chelsea,Manhattan,Apr23
10011,Apr,24,422,983,42.93,5,Chelsea,Manhattan,Apr24
10011,Apr,25,427,1025,41.66,136,Chelsea,Manhattan,Apr25
10011,Apr,26,563,1268,44.4,-114,Chelsea,Manhattan,Apr26
10011,Apr,27,449,1079,41.61,1,Chelsea,Manhattan,Apr27
10011,Apr,28,450,1109,40.58,1,Chelsea,Manhattan,Apr28
10011,Apr,29,451,1142,39.49,1,Chelsea,Manhattan,Apr29
10011,Apr,30,452,1171,38.6,1,Chelsea,Manhattan,Apr30
10012,Apr,1,68,183,NA,9,Greenwich Village/SoHo,Manhattan,Apr01
10012,Apr,3,77,209,36.84,3,Greenwich Village/SoHo,Manhattan,Apr03
10012,Apr,4,80,217,36.87,5,Greenwich Village/SoHo,Manhattan,Apr04
10012,Apr,5,85,226,37.61,0,Greenwich Village/SoHo,Manhattan,Apr05
10012,Apr,6,85,226,37.61,1,Greenwich Village/SoHo,Manhattan,Apr06
10012,Apr,7,86,241,35.68,2,Greenwich Village/SoHo,Manhattan,Apr07
10012,Apr,8,88,249,35.34,3,Greenwich Village/SoHo,Manhattan,Apr08
10012,Apr,9,91,257,35.41,5,Greenwich Village/SoHo,Manhattan,Apr09
10012,Apr,10,96,274,35.04,0,Greenwich Village/SoHo,Manhattan,Apr10
10012,Apr,11,96,277,34.66,2,Greenwich Village/SoHo,Manhattan,Apr11
10012,Apr,12,98,285,34.39,1,Greenwich Village/SoHo,Manhattan,Apr12
10012,Apr,13,99,287,34.49,2,Greenwich Village/SoHo,Manhattan,Apr13
10012,Apr,14,101,293,34.47,8,Greenwich Village/SoHo,Manhattan,Apr14
10012,Apr,15,109,307,35.5,4,Greenwich Village/SoHo,Manhattan,Apr15
10012,Apr,16,113,316,35.76,0,Greenwich Village/SoHo,Manhattan,Apr16
10012,Apr,17,113,318,35.53,1,Greenwich Village/SoHo,Manhattan,Apr17
10012,Apr,18,114,323,35.29,2,Greenwich Village/SoHo,Manhattan,Apr18
10012,Apr,19,116,330,35.15,2,Greenwich Village/SoHo,Manhattan,Apr19
10012,Apr,20,118,334,35.33,3,Greenwich Village/SoHo,Manhattan,Apr20
10012,Apr,21,121,345,35.07,0,Greenwich Village/SoHo,Manhattan,Apr21
10012,Apr,22,121,345,35.07,4,Greenwich Village/SoHo,Manhattan,Apr22
10012,Apr,23,125,361,34.63,5,Greenwich Village/SoHo,Manhattan,Apr23
10012,Apr,24,130,380,34.21,3,Greenwich Village/SoHo,Manhattan,Apr24
10012,Apr,25,133,394,33.76,33,Greenwich Village/SoHo,Manhattan,Apr25
10012,Apr,26,166,466,35.62,-31,Greenwich Village/SoHo,Manhattan,Apr26
10012,Apr,27,135,414,32.61,1,Greenwich Village/SoHo,Manhattan,Apr27
10012,Apr,28,136,428,31.78,1,Greenwich Village/SoHo,Manhattan,Apr28
10012,Apr,29,137,437,31.35,2,Greenwich Village/SoHo,Manhattan,Apr29
10012,Apr,30,139,446,31.17,1,Greenwich Village/SoHo,Manhattan,Apr30
10013,Apr,1,122,255,NA,-2,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,Apr01
10013,Apr,3,120,265,45.28,2,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,Apr03
10013,Apr,4,122,271,45.02,2,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,Apr04
10013,Apr,5,124,282,43.97,0,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,Apr05
10013,Apr,6,124,282,43.97,7,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,Apr06
10013,Apr,7,131,301,43.52,4,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,Apr07
