,,,,,Race and Ethnicity : Summarize
Topic: Health Behavior and Population
Subtopic: Social and Economic Conditions
Indicator Name: Race and Ethnicity
Indicator Description: 

Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Percent Asian Alone,Percent Black Alone,Percent Hispanic Alone,Percent Non-White,Percent White Alone,Total Population,Notes Percent Asian Alone,Notes Percent Black Alone,Notes Percent Hispanic Alone,Notes Percent Non-White,Notes Percent White Alone,Notes Total Population,
2012-16,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Race and Ethnicity,27.1,2.9,15.7,48.9,51.1,"114,637",,,,,,,
2012-16,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Race and Ethnicity,8.4,1.5,35.8,46.9,53.1,"174,240",,,,,,,
2012-16,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Race and Ethnicity,5.2,12.4,47.8,67.6,32.4,"109,810",,,,,,,
2012-16,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Race and Ethnicity,3.9,35.4,23.5,65.0,35.0,"121,517",,,,,,,
2012-16,Neighborhood (Community District),Brooklyn, Sheepshead Bay (CD15),315,Race and Ethnicity,15.9,3.8,9.1,30.9,69.2,"150,931",,,,,,,
2012-16,Neighborhood (Community District),Staten Island, South Beach and Willowbrook (CD2),502,Race and Ethnicity,12.5,3.7,13.6,31.7,68.3,"135,323",,,,,,,
2012-16,Neighborhood (Community District),Brooklyn, South Crown Heights and Lefferts Gardens (CD9),309,Race and Ethnicity,1.8,66.3,9.6,80.2,19.8,"111,325",,,,,,,
2012-16,Neighborhood (Community District),Queens, South Ozone Park and Howard Beach (CD10),410,Race and Ethnicity,21.0,15.1,25.7,78.4,21.6,"137,073",,,,,,,
2012-16,Neighborhood (Community District),Staten Island, St. George and Stapleton (CD1),501,Race and Ethnicity,7.5,22.1,29.4,62.0,38.0,"172,369",,,,,,,
2012-16,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Race and Ethnicity,15.8,3.2,8.7,30.6,69.4,"146,750",,,,,,,
2012-16,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Race and Ethnicity,32.4,2.6,41.2,77.7,22.3,"151,258",,,,,,,
2012-16,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Race and Ethnicity,3.0,28.5,37.1,70.7,29.3,"122,417",,,,,,,
2012-16,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Race and Ethnicity,4.7,0.9,9.7,16.4,83.6,"165,632",,,,,,,
2012-16,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Race and Ethnicity,9.3,2.8,9.0,24.0,76.0,"221,922",,,,,,,
2012-16,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Race and Ethnicity,9.2,6.0,14.4,32.3,67.7,"193,715",,,,,,,
2012-16,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Race and Ethnicity,2.7,7.8,70.1,82.2,17.8,"218,698",,,,,,,
2012-16,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Race and Ethnicity,2.6,65.5,22.6,93.1,6.9,"144,341",,,,,,,
2012-16,Neighborhood (Community District),Queens, Woodside and Sunnyside (CD2),402,Race and Ethnicity,35.2,1.3,33.2,71.9,28.1,"139,088",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Allerton-Pelham Gardens,531,Race and Ethnicity,8.2,32.9,34.2,77.9,22.1,"32,450",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Annadale-Huguenot-Prince's Bay-Eltingville,8501,Race and Ethnicity,3.2,0.5,7.1,11.3,88.7,"28,698",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Arden Heights,8548,Race and Ethnicity,6.5,1.5,12.7,22.1,78.0,"26,482",,,,,,,
2012-16,Neighborhood (NTA),Queens, Astoria,8170,Race and Ethnicity,16.6,3.7,26.9,50.1,49.9,"77,252",,,,,,,
2012-16,Neighborhood (NTA),Queens, Auburndale,8148,Race and Ethnicity,46.1,1.0,13.3,63.2,36.8,"20,609",,,,,,,
2012-16,Neighborhood (NTA),Queens, Baisley Park,8176,Race and Ethnicity,5.4,71.0,13.1,98.9,1.1,"39,079",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Bath Beach,4727,Race and Ethnicity,36.1,1.2,17.7,56.3,43.7,"33,163",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Battery Park City-Lower Manhattan,6125,Race and Ethnicity,21.2,2.4,8.7,35.2,64.8,"45,737",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Bay Ridge,4731,Race and Ethnicity,14.6,1.9,17.9,36.6,63.4,"79,134",,,,,,,
2012-16,Neighborhood (NTA),Queens, Bayside-Bayside Hills,8146,Race and Ethnicity,41.8,1.6,13.4,58.5,41.5,"44,864",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Bedford,4775,Race and Ethnicity,3.0,40.6,19.5,64.9,35.1,"75,318",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Bedford Park-Fordham North,505,Race and Ethnicity,3.8,16.6,71.8,94.2,5.8,"55,995",,,,,,,
2012-16,Neighborhood (NTA),Queens, Bellerose,8143,Race and Ethnicity,41.8,6.3,20.4,72.4,27.6,"26,916",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Belmont,506,Race and Ethnicity,1.9,14.8,62.2,80.6,19.4,"29,372",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Bensonhurst East,4729,Race and Ethnicity,38.7,0.8,12.3,53.5,46.5,"64,267",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Bensonhurst West,4728,Race and Ethnicity,40.5,0.9,14.6,57.3,42.7,"91,646",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Borough Park,4788,Race and Ethnicity,12.8,0.9,9.7,24.3,75.7,"105,913",,,,,,,
2012-16,Neighborhood (NTA),Queens, Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,8110,Race and Ethnicity,2.4,6.1,12.3,22.2,77.8,"28,243",,,,,,,
2012-16,Neighborhood (NTA),Queens, Briarwood-Jamaica Hills,8135,Race and Ethnicity,39.4,11.6,27.0,83.4,16.6,"42,224",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Brighton Beach,4719,Race and Ethnicity,14.9,0.8,11.4,30.5,69.5,"34,157",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Bronxdale,507,Race and Ethnicity,3.3,26.6,56.1,88.7,11.3,"37,595",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Brooklyn Heights-Cobble Hill,4709,Race and Ethnicity,9.6,5.0,8.1,27.7,72.3,"24,140",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Brownsville,4781,Race and Ethnicity,1.6,75.7,20.3,98.8,1.2,"60,124",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Bushwick North,4777,Race and Ethnicity,6.6,9.2,67.4,84.8,15.2,"60,834",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Bushwick South,4778,Race and Ethnicity,3.4,25.6,54.9,85.5,14.5,"75,003",,,,,,,
2012-16,Neighborhood (NTA),Queens, Cambria Heights,8133,Race and Ethnicity,0.7,90.5,5.2,98.8,1.2,"19,546",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Canarsie,4750,Race and Ethnicity,2.8,84.7,6.2,95.4,4.6,"88,367",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Carroll Gardens-Columbia Street-Red Hook,4733,Race and Ethnicity,5.3,10.9,18.9,39.3,60.7,"42,463",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Central Harlem North-Polo Grounds,6103,Race and Ethnicity,2.0,59.8,25.9,91.0,9.1,"85,872",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Central Harlem South,6111,Race and Ethnicity,5.2,52.3,19.6,80.1,19.9,"50,095",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Charleston-Richmond Valley-Tottenville,8511,Race and Ethnicity,4.9,0.9,9.7,17.4,82.6,"24,794",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Chinatown,6127,Race and Ethnicity,58.7,5.5,14.7,82.3,17.7,"44,898",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Claremont-Bathgate,501,Race and Ethnicity,0.0,39.5,58.4,98.8,1.1,"34,815",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Clinton,6115,Race and Ethnicity,15.8,5.7,19.4,43.8,56.2,"44,293",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Clinton Hill,4769,Race and Ethnicity,6.3,38.2,11.0,59.9,40.1,"38,655",,,,,,,
2012-16,Neighborhood (NTA),Queens, College Point,8123,Race and Ethnicity,32.3,2.1,37.9,76.0,24.0,"25,875",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Co-op City,513,Race and Ethnicity,1.2,60.8,28.0,93.0,7.0,"48,541",,,,,,,
2012-16,Neighborhood (NTA),Queens, Corona,8125,Race and Ethnicity,14.3,16.2,61.5,93.2,6.8,"58,626",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Crotona Park East,575,Race and Ethnicity,1.1,29.1,68.0,99.0,1.0,"21,745",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Crown Heights North,4761,Race and Ethnicity,3.0,65.9,12.3,84.3,15.7,"107,134",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Crown Heights South,4763,Race and Ethnicity,1.3,60.0,8.2,71.8,28.1,"41,962",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Cypress Hills-City Line,4783,Race and Ethnicity,8.0,24.6,61.6,96.8,3.2,"48,899",,,,,,,
2012-16,Neighborhood (NTA),Queens, Douglas Manor-Douglaston-Little Neck,8145,Race and Ethnicity,37.5,1.6,11.9,53.6,46.4,"25,738",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4738,Race and Ethnicity,11.1,19.5,20.6,55.2,44.8,"42,245",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Dyker Heights,4730,Race and Ethnicity,40.3,0.8,11.2,53.3,46.7,"45,877",,,,,,,
2012-16,Neighborhood (NTA),Bronx, East Concourse-Concourse Village,514,Race and Ethnicity,2.5,34.6,59.3,98.4,1.6,"64,516",,,,,,,
2012-16,Neighborhood (NTA),Queens, East Elmhurst,8127,Race and Ethnicity,7.9,22.6,62.3,94.6,5.4,"21,760",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, East Flatbush-Farragut,4791,Race and Ethnicity,1.7,88.4,6.5,98.3,1.7,"53,535",,,,,,,
2012-16,Neighborhood (NTA),Queens, East Flushing,8152,Race and Ethnicity,62.5,1.7,19.1,85.8,14.3,"26,436",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, East Harlem North,6134,Race and Ethnicity,5.5,35.8,47.8,91.5,8.5,"61,031",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, East Harlem South,6133,Race and Ethnicity,9.8,22.9,43.3,78.3,21.7,"59,777",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, East New York,4782,Race and Ethnicity,2.9,66.2,27.0,98.3,1.7,"94,448",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, East New York (Pennsylvania Ave),4785,Race and Ethnicity,0.7,72.8,23.5,98.1,1.9,"29,447",,,,,,,
2012-16,Neighborhood (NTA),Bronx, East Tremont,517,Race and Ethnicity,0.8,28.6,68.5,98.5,1.5,"44,510",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, East Village,6122,Race and Ethnicity,13.8,5.0,10.9,32.1,67.9,"43,022",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, East Williamsburg,4790,Race and Ethnicity,15.4,8.7,29.8,55.9,44.1,"35,985",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Eastchester-Edenwald-Baychester,503,Race and Ethnicity,3.1,66.3,24.3,96.5,3.5,"35,172",,,,,,,
2012-16,Neighborhood (NTA),Queens, Elmhurst,8129,Race and Ethnicity,46.4,2.1,43.2,94.0,6.0,"83,663",,,,,,,
2012-16,Neighborhood (NTA),Queens, Elmhurst-Maspeth,8150,Race and Ethnicity,57.5,0.7,27.1,86.4,13.6,"26,460",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Erasmus,4795,Race and Ethnicity,1.5,82.3,9.8,95.8,4.2,"29,149",,,,,,,
2012-16,Neighborhood (NTA),Queens, Far Rockaway-Bayswater,8115,Race and Ethnicity,3.5,41.3,26.8,73.5,26.5,"54,264",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Flatbush,4742,Race and Ethnicity,10.2,45.2,18.9,77.6,22.4,"108,653",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Flatlands,4758,Race and Ethnicity,4.2,69.8,8.6,84.2,15.8,"72,540",,,,,,,
2012-16,Neighborhood (NTA),Queens, Flushing,8122,Race and Ethnicity,70.9,4.2,14.5,92.3,7.8,"70,697",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Fordham South,540,Race and Ethnicity,0.4,24.9,72.5,98.8,1.2,"28,434",,,,,,,
2012-16,Neighborhood (NTA),Queens, Forest Hills,8117,Race and Ethnicity,25.6,2.8,15.2,46.7,53.3,"86,531",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Fort Greene,4768,Race and Ethnicity,9.7,37.0,21.4,71.8,28.2,"30,288",,,,,,,
2012-16,Neighborhood (NTA),Queens, Fresh Meadows-Utopia,8141,Race and Ethnicity,48.1,3.0,12.5,68.0,32.0,"18,700",,,,,,,
2012-16,Neighborhood (NTA),Queens, Ft. Totten-Bay Terrace-Clearview,8147,Race and Ethnicity,22.2,0.7,14.0,38.9,61.1,"21,945",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Georgetown-Marine Park-Bergen Beach-Mill Basin,4745,Race and Ethnicity,7.5,12.7,10.7,32.4,67.6,"47,997",,,,,,,
2012-16,Neighborhood (NTA),Queens, Glen Oaks-Floral Park-New Hyde Park,8144,Race and Ethnicity,36.8,4.9,9.3,54.9,45.1,"23,344",,,,,,,
2012-16,Neighborhood (NTA),Queens, Glendale,8119,Race and Ethnicity,4.0,1.5,34.2,41.0,59.0,"34,029",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Gramercy,6121,Race and Ethnicity,14.3,3.9,7.5,29.0,71.0,"27,886",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Grasmere-Arrochar-Ft. Wadsworth,8514,Race and Ethnicity,12.7,6.0,14.7,36.0,64.0,"15,896",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Gravesend,4726,Race and Ethnicity,24.9,7.9,14.3,49.6,50.4,"30,288",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Great Kills,8554,Race and Ethnicity,5.5,0.2,8.8,15.5,84.5,"43,602",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Greenpoint,4776,Race and Ethnicity,5.8,2.2,13.0,24.5,75.5,"33,351",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Grymes Hill-Clifton-Fox Hills,8508,Race and Ethnicity,9.6,30.5,27.5,71.2,28.8,"21,636",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Hamilton Heights,6104,Race and Ethnicity,3.5,29.6,45.8,83.3,16.7,"52,508",,,,,,,
2012-16,Neighborhood (NTA),Queens, Hammels-Arverne-Edgemere,8112,Race and Ethnicity,5.5,48.3,27.2,84.2,15.8,"39,003",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Highbridge,526,Race and Ethnicity,0.3,32.0,65.5,98.3,1.7,"39,144",,,,,,,
2012-16,Neighborhood (NTA),Queens, Hollis,8107,Race and Ethnicity,19.5,58.7,11.0,97.4,2.6,"21,214",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Homecrest,4725,Race and Ethnicity,8.7,1.0,10.0,22.1,77.9,"44,516",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Hudson Yards-Chelsea-Flatiron-Union Square,6113,Race and Ethnicity,14.4,5.7,14.0,36.9,63.1,"77,205",,,,,,,
2012-16,Neighborhood (NTA),Queens, Hunters Point-Sunnyside-West Maspeth,8131,Race and Ethnicity,23.5,1.9,34.2,62.3,37.7,"66,926",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Hunts Point,527,Race and Ethnicity,0.7,24.6,73.1,99.0,1.0,"26,531",,,,,,,
2012-16,Neighborhood (NTA),Queens, Jackson Heights,8128,Race and Ethnicity,24.0,1.8,56.5,84.2,15.8,"104,125",,,,,,,
2012-16,Neighborhood (NTA),Queens, Jamaica,8161,Race and Ethnicity,31.4,16.8,36.2,96.4,3.6,"55,597",,,,,,,
2012-16,Neighborhood (NTA),Queens, Jamaica Estates-Holliswood,8106,Race and Ethnicity,32.6,24.9,13.2,76.3,23.7,"26,757",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Kensington-Ocean Parkway,4741,Race and Ethnicity,22.3,7.1,16.1,50.2,49.8,"37,676",,,,,,,
2012-16,Neighborhood (NTA),Queens, Kew Gardens,8160,Race and Ethnicity,19.1,6.5,24.6,53.7,46.3,"23,719",,,,,,,
2012-16,Neighborhood (NTA),Queens, Kew Gardens Hills,8137,Race and Ethnicity,23.8,7.1,13.2,47.7,52.3,"38,404",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Kingsbridge Heights,530,Race and Ethnicity,3.4,15.4,75.0,95.8,4.2,"31,294",,,,,,,
2012-16,Neighborhood (NTA),Queens, Laurelton,8166,Race and Ethnicity,0.9,88.4,6.7,98.8,1.2,"26,924",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Lenox Hill-Roosevelt Island,6131,Race and Ethnicity,12.0,3.9,9.0,28.0,72.0,"82,051",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Lincoln Square,6114,Race and Ethnicity,11.9,3.4,10.1,28.0,72.0,"59,691",,,,,,,
2012-16,Neighborhood (NTA),Queens, Lindenwood-Howard Beach,8157,Race and Ethnicity,4.1,1.6,22.0,30.4,69.6,"28,247",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Longwood,533,Race and Ethnicity,1.4,21.9,74.5,98.9,1.1,"28,961",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Lower East Side,6128,Race and Ethnicity,24.2,11.0,39.6,78.0,22.0,"72,789",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Madison,4744,Race and Ethnicity,22.2,1.4,8.7,34.6,65.4,"40,122",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Manhattanville,6106,Race and Ethnicity,4.0,27.2,56.5,90.0,10.0,"23,666",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Marble Hill-Inwood,6101,Race and Ethnicity,1.6,7.5,73.4,84.1,15.9,"52,681",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Mariner's Harbor-Arlington-Port Ivory-Graniteville,8512,Race and Ethnicity,10.1,30.2,34.6,76.9,23.1,"29,956",,,,,,,
2012-16,Neighborhood (NTA),Queens, Maspeth,8130,Race and Ethnicity,12.8,1.4,30.5,46.1,53.9,"29,111",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Melrose South-Mott Haven North,534,Race and Ethnicity,0.6,32.9,63.0,98.5,1.5,"43,244",,,,,,,
2012-16,Neighborhood (NTA),Queens, Middle Village,8121,Race and Ethnicity,9.7,0.9,17.8,29.5,70.5,"38,033",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Midtown-Midtown South,6117,Race and Ethnicity,21.7,4.1,8.3,37.6,62.4,"27,811",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Midwood,4743,Race and Ethnicity,11.1,5.3,7.3,25.3,74.7,"53,377",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Morningside Heights,6109,Race and Ethnicity,14.9,11.1,22.0,51.6,48.4,"53,707",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Morrisania-Melrose,535,Race and Ethnicity,0.5,35.4,60.9,98.5,1.5,"39,939",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Mott Haven-Port Morris,539,Race and Ethnicity,0.6,24.1,72.6,98.4,1.6,"50,256",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Mount Hope,541,Race and Ethnicity,1.7,26.7,68.3,98.5,1.5,"52,973",,,,,,,
2012-16,Neighborhood (NTA),Queens, Murray Hill,8151,Race and Ethnicity,56.5,1.4,14.7,75.4,24.6,"52,659",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, Murray Hill-Kips Bay,6120,Race and Ethnicity,19.1,4.2,12.0,38.7,61.3,"47,774",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, New Brighton-Silver Lake,8535,Race and Ethnicity,4.7,9.7,28.9,45.4,54.6,"18,083",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, New Dorp-Midland Beach,8545,Race and Ethnicity,7.4,1.0,14.3,23.3,76.7,"21,358",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, New Springville-Bloomfield-Travis,8505,Race and Ethnicity,15.2,5.1,14.1,36.8,63.2,"40,907",,,,,,,
2012-16,Neighborhood (NTA),Queens, North Corona,8126,Race and Ethnicity,7.0,3.3,87.9,99.0,1.0,"54,677",,,,,,,
2012-16,Neighborhood (NTA),Bronx, North Riverdale-Fieldston-Riverdale,522,Race and Ethnicity,6.6,6.1,21.8,36.4,63.6,"27,145",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, North Side-South Side,4773,Race and Ethnicity,7.0,2.9,34.9,47.4,52.6,"54,330",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Norwood,543,Race and Ethnicity,11.2,13.7,62.9,90.4,9.6,"42,666",,,,,,,
2012-16,Neighborhood (NTA),Queens, Oakland Gardens,8142,Race and Ethnicity,46.5,2.7,8.1,60.4,39.6,"28,669",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Oakwood-Oakwood Beach,8525,Race and Ethnicity,2.2,2.6,12.1,17.8,82.2,"20,618",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Ocean Hill,4779,Race and Ethnicity,1.9,72.8,20.4,96.2,3.9,"34,025",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Ocean Parkway South,4746,Race and Ethnicity,5.1,1.1,8.2,17.4,82.5,"21,253",,,,,,,
2012-16,Neighborhood (NTA),Queens, Old Astoria,8171,Race and Ethnicity,17.5,11.8,30.4,62.0,38.0,"28,110",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Old Town-Dongan Hills-South Beach,8536,Race and Ethnicity,8.5,4.4,15.9,30.6,69.5,"24,927",,,,,,,
2012-16,Neighborhood (NTA),Queens, Ozone Park,8156,Race and Ethnicity,23.5,5.8,43.5,77.0,23.0,"23,415",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Park Slope-Gowanus,4737,Race and Ethnicity,7.0,4.4,16.7,33.1,66.9,"73,881",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Parkchester,546,Race and Ethnicity,15.5,41.2,38.1,98.0,2.0,"30,826",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Pelham Bay-Country Club-City Island,510,Race and Ethnicity,5.2,3.6,38.9,48.4,51.6,"26,172",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Pelham Parkway,549,Race and Ethnicity,9.3,13.5,43.9,67.9,32.1,"29,947",,,,,,,
2012-16,Neighborhood (NTA),Queens, Pomonok-Flushing Heights-Hillcrest,8138,Race and Ethnicity,31.9,10.2,21.9,67.1,32.9,"36,416",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Port Richmond,8528,Race and Ethnicity,6.3,15.2,34.9,59.8,40.2,"19,141",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Prospect Heights,4764,Race and Ethnicity,7.3,24.8,11.4,49.4,50.6,"20,493",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Prospect Lefferts Gardens-Wingate,4760,Race and Ethnicity,2.2,70.2,10.5,85.3,14.7,"69,363",,,,,,,
2012-16,Neighborhood (NTA),Queens, Queens Village,8134,Race and Ethnicity,16.7,47.9,16.7,93.6,6.4,"54,732",,,,,,,
2012-16,Neighborhood (NTA),Queens, Queensboro Hill,8162,Race and Ethnicity,66.2,1.4,16.9,86.1,13.9,"21,460",,,,,,,
2012-16,Neighborhood (NTA),Queens, Queensbridge-Ravenswood-Long Island City,8168,Race and Ethnicity,19.6,20.4,38.9,83.2,16.8,"18,927",,,,,,,
2012-16,Neighborhood (NTA),Queens, Rego Park,8118,Race and Ethnicity,32.0,3.4,17.4,55.5,44.5,"28,106",,,,,,,
2012-16,Neighborhood (NTA),Queens, Richmond Hill,8154,Race and Ethnicity,31.1,7.8,36.6,90.0,10.0,"68,275",,,,,,,
2012-16,Neighborhood (NTA),Queens, Ridgewood,8120,Race and Ethnicity,8.0,1.8,48.0,59.0,41.0,"72,964",,,,,,,
2012-16,Neighborhood (NTA),Queens, Rosedale,8105,Race and Ethnicity,1.7,84.2,8.4,96.3,3.8,"27,462",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Rossville-Woodrow,8532,Race and Ethnicity,4.6,0.1,9.3,15.6,84.4,"21,397",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Rugby-Remsen Village,4796,Race and Ethnicity,1.1,88.9,7.0,98.2,1.8,"55,951",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Schuylerville-Throgs Neck-Edgewater Park,552,Race and Ethnicity,3.6,9.2,45.4,60.3,39.7,"47,580",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Seagate-Coney Island,4721,Race and Ethnicity,10.5,29.8,26.2,69.0,31.1,"29,677",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4717,Race and Ethnicity,17.0,7.2,8.8,34.5,65.5,"66,293",,,,,,,
2012-16,Neighborhood (NTA),Manhattan, SoHo-TriBeCa-Civic Center-Little Italy,6124,Race and Ethnicity,21.6,2.4,6.6,34.7,65.3,"42,979",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Soundview-Bruckner,555,Race and Ethnicity,6.5,25.1,62.0,97.5,2.5,"37,866",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Soundview-Castle Hill-Clason Point-Harding Park,509,Race and Ethnicity,1.8,33.8,60.6,97.6,2.4,"56,552",,,,,,,
2012-16,Neighborhood (NTA),Queens, South Jamaica,8101,Race and Ethnicity,6.7,65.0,17.8,99.6,0.4,"41,606",,,,,,,
2012-16,Neighborhood (NTA),Queens, South Ozone Park,8155,Race and Ethnicity,26.0,22.2,22.0,94.7,5.3,"85,411",,,,,,,
2012-16,Neighborhood (NTA),Queens, Springfield Gardens North,8102,Race and Ethnicity,2.2,88.8,6.7,99.0,1.1,"27,577",,,,,,,
2012-16,Neighborhood (NTA),Queens, Springfield Gardens South-Brookville,8103,Race and Ethnicity,1.3,86.4,7.1,98.0,2.0,"21,900",,,,,,,
2012-16,Neighborhood (NTA),Bronx, Spuyten Duyvil-Kingsbridge,529,Race and Ethnicity,5.2,9.2,39.0,56.0,44.0,"31,508",,,,,,,
2012-16,Neighborhood (NTA),Queens, St. Albans,8108,Race and Ethnicity,1.5,87.4,6.8,98.9,1.1,"54,626",,,,,,,
2012-16,Neighborhood (NTA),Staten Island, Stapleton-Rosebank,8537,Race and Ethnicity,8.8,19.4,32.4,63.5,36.5,"26,247",,,,,,,
2012-16,Neighborhood (NTA),Brooklyn, Starrett City,4793,Race and Ethnicity,2.5,55.0,17.8,77.7,22.3,"12,388",,,,,,,
