zipcode,day,positive,total,zcta_cum_perc_pos,neighborhood_name,borough_group,covid_case_rate,pop_denominator,covid_death_count,covid_death_rate,percent_positive,newcases
10001,5/18/20,335,NA,NA,Chelsea - Clinton,Manhattan,1421.72,23563.03,17,72.15,24.26,1
10002,5/18/20,975,NA,NA,Union Square - Lower East Side,Manhattan,1270.27,76755.41,138,179.79,33.8,5
10003,5/18/20,430,NA,NA,Union Square - Lower East Side,Manhattan,799.23,53801.62,30,55.76,22.14,4
10004,5/18/20,29,NA,NA,Lower Manhattan,Manhattan,794.39,3650.61,1,27.39,21.71,1
10005,5/18/20,58,NA,NA,Lower Manhattan,Manhattan,690.8,8396.11,1,11.91,17.33,1
10006,5/18/20,23,NA,NA,Lower Manhattan,Manhattan,665.17,3457.77,0,0,16.91,0
10007,5/18/20,50,NA,NA,Lower Manhattan,Manhattan,606.08,8249.73,3,36.36,16.18,0
10009,5/18/20,657,NA,NA,Union Square - Lower East Side,Manhattan,1118.34,58747.99,63,107.24,25.85,4
10010,5/18/20,251,NA,NA,Gramercy Park - Murray Hill,Manhattan,775.36,32371.86,20,61.78,17.04,0
10011,5/18/20,493,NA,NA,Chelsea - Clinton,Manhattan,995.95,49500.52,33,66.67,24.5,4
10012,5/18/20,155,NA,NA,Greenwich Village - Soho,Manhattan,646.34,23981.2,7,29.19,21.77,0
10013,5/18/20,247,NA,NA,Greenwich Village - Soho,Manhattan,850.81,29031.09,18,62,22.46,2
10014,5/18/20,283,NA,NA,Greenwich Village - Soho,Manhattan,911.63,31043.16,23,74.09,24.14,3
10016,5/18/20,642,NA,NA,Gramercy Park - Murray Hill,Manhattan,1222.29,52524.35,46,87.58,21.32,5
10017,5/18/20,132,NA,NA,Gramercy Park - Murray Hill,Manhattan,818.49,16127.22,5,31,17.79,0
10018,5/18/20,200,NA,NA,Chelsea - Clinton,Manhattan,2098.32,9531.44,3,31.47,27.78,1
10019,5/18/20,558,NA,NA,Chelsea - Clinton,Manhattan,1373.32,40631.45,42,103.37,25.39,0
10021,5/18/20,526,NA,NA,Upper East Side,Manhattan,1190.7,44175.61,57,129.03,21.42,1
10022,5/18/20,325,NA,NA,Gramercy Park - Murray Hill,Manhattan,1071.38,30334.8,25,82.41,20.87,0
10023,5/18/20,527,NA,NA,Upper West Side,Manhattan,874.33,60274.81,50,82.95,20.77,4
10024,5/18/20,615,NA,NA,Upper West Side,Manhattan,1072.59,57337.68,62,108.13,23.23,4
10025,5/18/20,1169,NA,NA,Upper West Side,Manhattan,1266.06,92333.47,144,155.96,26.28,7
10026,5/18/20,611,NA,NA,Central Harlem - Morningside Height,Manhattan,1565.94,39018.03,37,94.83,29.66,2
10027,5/18/20,959,NA,NA,Central Harlem - Morningside Height,Manhattan,1507.13,63631.04,96,150.87,30.74,8
10028,5/18/20,448,NA,NA,Upper East Side,Manhattan,911.4,49155.08,28,56.96,21.1,0
10029,5/18/20,1698,NA,NA,East Harlem,Manhattan,2153.69,78841.52,182,230.84,35.88,12
10030,5/18/20,469,NA,NA,Central Harlem - Morningside Height,Manhattan,1599.49,29321.91,43,146.65,31.66,3
10031,5/18/20,1224,NA,NA,Washington Heights - Inwood,Manhattan,2021.24,60556.93,112,184.95,36.08,6
10032,5/18/20,1387,NA,NA,Washington Heights - Inwood,Manhattan,2255.56,61492.57,146,237.43,35.99,5
10033,5/18/20,1244,NA,NA,Washington Heights - Inwood,Manhattan,2100.98,59210.43,107,180.71,35.46,4
10034,5/18/20,667,NA,NA,Washington Heights - Inwood,Manhattan,1548.51,43073.65,65,150.9,28.97,4
10035,5/18/20,901,NA,NA,East Harlem,Manhattan,2617.16,34426.65,101,293.38,34.75,1
10036,5/18/20,389,NA,NA,Chelsea - Clinton,Manhattan,1484.1,26211.25,33,125.9,25.66,0
10037,5/18/20,507,NA,NA,Central Harlem - Morningside Height,Manhattan,2455.25,20649.62,63,305.09,26.61,4
10038,5/18/20,233,NA,NA,Lower Manhattan,Manhattan,1056.79,22047.96,25,113.39,26.81,1
10039,5/18/20,478,NA,NA,Central Harlem - Morningside Height,Manhattan,1806.67,26457.52,49,185.2,31.42,5
10040,5/18/20,1055,NA,NA,Washington Heights - Inwood,Manhattan,2354.48,44808.28,102,227.64,35.27,3
10044,5/18/20,222,NA,NA,Upper East Side,Manhattan,1897.39,11700.29,31,264.95,33.53,6
10065,5/18/20,316,NA,NA,Upper East Side,Manhattan,1087.35,29061.49,24,82.58,19.62,0
10069,5/18/20,52,NA,NA,Upper West Side,Manhattan,820.43,6338.13,2,31.56,21.52,1
10075,5/18/20,362,NA,NA,Upper East Side,Manhattan,1531.68,23634.14,41,173.48,25.51,2
10128,5/18/20,603,NA,NA,Upper East Side,Manhattan,982.85,61351.93,34,55.42,20.49,2
10280,5/18/20,43,NA,NA,Lower Manhattan,Manhattan,447.05,9618.7,0,0,17.27,0
10282,5/18/20,68,NA,NA,Lower Manhattan,Manhattan,1232.9,5515.44,13,235.7,29.18,0
10301,5/18/20,1096,NA,NA,Stapleton - St. George,Staten Island,2766.73,39613.55,95,239.82,35.77,2
10302,5/18/20,609,NA,NA,Port Richmond,Staten Island,3243.85,18773.99,29,154.47,39.97,1
10303,5/18/20,814,NA,NA,Port Richmond,Staten Island,3103.12,26231.66,39,148.68,37.7,2
10304,5/18/20,1322,NA,NA,Stapleton - St. George,Staten Island,3114.35,42448.71,150,353.37,35.91,2
10305,5/18/20,1181,NA,NA,Stapleton - St. George,Staten Island,2774.84,42560.99,65,152.72,33.27,6
10306,5/18/20,1395,NA,NA,South Beach - Tottenville,Staten Island,2598.46,53685.66,72,134.11,30.41,5
10307,5/18/20,364,NA,NA,South Beach - Tottenville,Staten Island,2392.45,15214.56,14,92.02,31.01,1
10308,5/18/20,612,NA,NA,South Beach - Tottenville,Staten Island,2065.1,29635.33,25,84.36,28.96,1
10309,5/18/20,813,NA,NA,South Beach - Tottenville,Staten Island,2463.26,33004.98,28,84.84,30.67,3
10310,5/18/20,701,NA,NA,Port Richmond,Staten Island,2936.62,23870.96,28,117.3,33.21,3
10312,5/18/20,1442,NA,NA,South Beach - Tottenville,Staten Island,2391.2,60304.33,57,94.52,31.36,3
10314,5/18/20,2539,NA,NA,Willowbrook,Staten Island,2795.2,90834.29,165,181.65,34.19,5
10451,5/18/20,1533,NA,NA,High Bridge - Morrisania,Bronx,3212.57,47718.77,144,301.77,38.32,7
10452,5/18/20,2208,NA,NA,High Bridge - Morrisania,Bronx,2866.23,77035.04,148,192.12,38.67,20
10453,5/18/20,2228,NA,NA,Crotona - Tremont,Bronx,2744.38,81184.04,145,178.61,39.66,13
10454,5/18/20,1072,NA,NA,Hunts Point - Mott Haven,Bronx,2804.56,38223.41,97,253.77,34.42,8
10455,5/18/20,1192,NA,NA,Hunts Point - Mott Haven,Bronx,2826.36,42174.38,90,213.4,38.32,5
10456,5/18/20,2342,NA,NA,High Bridge - Morrisania,Bronx,2506.37,93441.91,254,271.83,36.46,8
10457,5/18/20,1952,NA,NA,Crotona - Tremont,Bronx,2613.64,74685.06,166,222.27,37.47,16
10458,5/18/20,1922,NA,NA,Fordham - Bronx Park,Bronx,2293.34,83807.74,107,127.67,37.19,12
10459,5/18/20,1417,NA,NA,Hunts Point - Mott Haven,Bronx,2930.44,48354.56,149,308.14,40.68,5
10460,5/18/20,1555,NA,NA,Crotona - Tremont,Bronx,2588.51,60073.25,107,178.12,39.06,5
10461,5/18/20,1816,NA,NA,Pelham - Throgs Neck,Bronx,3670.2,49479.56,121,244.55,35.06,12
10462,5/18/20,2165,NA,NA,Pelham - Throgs Neck,Bronx,2799.6,77332.41,156,201.73,36.14,10
10463,5/18/20,1813,NA,NA,Kingsbridge - Riverdale,Bronx,2543.23,71287.33,174,244.08,34.02,9
10464,5/18/20,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,26.83,0
10465,5/18/20,1441,NA,NA,Pelham - Throgs Neck,Bronx,3348.79,43030.43,69,160.35,32.35,4
10466,5/18/20,2238,NA,NA,Northeast Bronx,Bronx,3101.16,72166.65,149,206.47,40.49,8
10467,5/18/20,3172,NA,NA,Fordham - Bronx Park,Bronx,3147.32,100784.05,275,272.86,40.17,29
10468,5/18/20,2554,NA,NA,Fordham - Bronx Park,Bronx,3330.68,76681.12,172,224.31,40.6,16
10469,5/18/20,2829,NA,NA,Northeast Bronx,Bronx,3956.19,71508.25,307,429.32,41.1,8
10470,5/18/20,433,NA,NA,Northeast Bronx,Bronx,3070.1,14103.75,13,92.17,31.33,3
10471,5/18/20,760,NA,NA,Kingsbridge - Riverdale,Bronx,3576.93,21247.28,63,296.51,25.83,4
10472,5/18/20,1840,NA,NA,Pelham - Throgs Neck,Bronx,2709.31,67913.94,164,241.48,42.52,14
10473,5/18/20,1818,NA,NA,Pelham - Throgs Neck,Bronx,2935.8,61925.28,116,187.32,38.03,4
10474,5/18/20,314,NA,NA,Hunts Point - Mott Haven,Bronx,2524.51,12438.07,17,136.68,39.62,4
10475,5/18/20,1630,NA,NA,Northeast Bronx,Bronx,3726.29,43743.21,155,354.34,36.47,4
11004,5/18/20,541,NA,NA,Southeast Queens,Queens,2884.02,18758.55,53,282.54,48.48,-2
11101,5/18/20,590,NA,NA,Long Island City - Astoria,Queens,1675.94,35204.11,35,99.42,28.3,3
11102,5/18/20,571,NA,NA,Long Island City - Astoria,Queens,1749.77,32632.92,67,205.31,32.48,3
11103,5/18/20,523,NA,NA,Long Island City - Astoria,Queens,1429.52,36585.65,41,112.07,31.12,6
11104,5/18/20,464,NA,NA,Long Island City - Astoria,Queens,1872.8,24775.7,34,137.23,33.09,4
11105,5/18/20,465,NA,NA,Long Island City - Astoria,Queens,1295.45,35894.88,36,100.29,27.16,3
11106,5/18/20,606,NA,NA,Long Island City - Astoria,Queens,1567.33,38664.4,41,106.04,31.84,2
11109,5/18/20,46,NA,NA,Long Island City - Astoria,Queens,907.18,5070.64,2,39.44,16.61,0
11201,5/18/20,639,NA,NA,Downtown - Heights - Slope,Brooklyn,1049.12,60908.15,76,124.78,22.81,2
11203,5/18/20,1933,NA,NA,East Flatbush - Flatbush,Brooklyn,2633.79,73392.42,222,302.48,39.66,4
11204,5/18/20,1898,NA,NA,Borough Park,Brooklyn,2392.77,79322.45,134,168.93,32.18,6
11205,5/18/20,679,NA,NA,Downtown - Heights - Slope,Brooklyn,1542.72,44013.21,44,99.97,28.16,1
11206,5/18/20,1487,NA,NA,Williamsburg - Bushwick,Brooklyn,1739.25,85496.61,142,166.09,32.51,13
11207,5/18/20,1948,NA,NA,East New York,Brooklyn,2184.92,89156.75,191,214.23,36.29,6
11208,5/18/20,2205,NA,NA,East New York,Brooklyn,2306.3,95607.69,214,223.83,39.68,10
11209,5/18/20,1061,NA,NA,Bensonhurst - Bay Ridge,Brooklyn,1581.67,67081.12,100,149.07,29.45,-12
11210,5/18/20,1579,NA,NA,East Flatbush - Flatbush,Brooklyn,2353.58,67089.29,122,181.85,37.96,3
11211,5/18/20,1974,NA,NA,Greenpoint,Brooklyn,1982.03,99594.67,119,119.48,30.31,10
11212,5/18/20,1709,NA,NA,Bedford Stuyvesant - Crown Heights,Brooklyn,2147.25,79589.99,207,260.08,36.1,7
11213,5/18/20,1293,NA,NA,Bedford Stuyvesant - Crown Heights,Brooklyn,2006.96,64425.94,125,194.02,37.2,4
11214,5/18/20,1444,NA,NA,Bensonhurst - Bay Ridge,Brooklyn,1547.14,93333.46,157,168.21,36.31,9
11215,5/18/20,587,NA,NA,Downtown - Heights - Slope,Brooklyn,839.38,69932.3,40,57.2,24.28,4
11216,5/18/20,686,NA,NA,Bedford Stuyvesant - Crown Heights,Brooklyn,1235.2,55537.72,59,106.23,29.11,6
11217,5/18/20,586,NA,NA,Downtown - Heights - Slope,Brooklyn,1234.29,47476.67,69,145.33,32.13,33
11218,5/18/20,1617,NA,NA,Borough Park,Brooklyn,2133.06,75806.47,119,156.98,35.72,14
11219,5/18/20,2836,NA,NA,Borough Park,Brooklyn,3054.12,92858.07,202,217.54,28.51,12
11220,5/18/20,1425,NA,NA,Sunset Park,Brooklyn,1447.44,98450,147,149.31,37.46,2
11221,5/18/20,1197,NA,NA,Williamsburg - Bushwick,Brooklyn,1465.61,81672.44,116,142.03,34.16,4
11222,5/18/20,415,NA,NA,Greenpoint,Brooklyn,1141.7,36349.16,26,71.53,26.19,3
11223,5/18/20,1615,NA,NA,Coney Island - Sheepshead Bay,Brooklyn,2019.83,79957.11,130,162.59,35.25,8
11224,5/18/20,1081,NA,NA,Coney Island - Sheepshead Bay,Brooklyn,2429.9,44487.34,185,415.85,36.6,9
11225,5/18/20,1096,NA,NA,East Flatbush - Flatbush,Brooklyn,1899.1,57711.49,122,211.4,36.56,4
11226,5/18/20,2100,NA,NA,East Flatbush - Flatbush,Brooklyn,2119.9,99061.32,241,243.28,38.57,9
11228,5/18/20,612,NA,NA,Bensonhurst - Bay Ridge,Brooklyn,1384.14,44215.08,74,167.36,33.63,4
11229,5/18/20,1477,NA,NA,Coney Island - Sheepshead Bay,Brooklyn,1739.51,84909.16,127,149.57,34.06,1
11230,5/18/20,2182,NA,NA,Borough Park,Brooklyn,2447.13,89165.77,196,219.82,35.08,9
11231,5/18/20,395,NA,NA,Downtown - Heights - Slope,Brooklyn,1067.72,36994.7,33,89.2,28.65,1
11232,5/18/20,490,NA,NA,Sunset Park,Brooklyn,1733.22,28271.09,37,130.88,40.66,5
11233,5/18/20,1184,NA,NA,Bedford Stuyvesant - Crown Heights,Brooklyn,1641.13,72145.54,119,164.94,35.95,4
11234,5/18/20,2150,NA,NA,Canarsie - Flatlands,Brooklyn,2255.92,95304.8,163,171.03,38.08,8
11235,5/18/20,1929,NA,NA,Coney Island - Sheepshead Bay,Brooklyn,2425.19,79540.14,252,316.82,37.01,3
11236,5/18/20,2551,NA,NA,Canarsie - Flatlands,Brooklyn,2634.05,96846.99,260,268.46,41.36,9
11237,5/18/20,892,NA,NA,Williamsburg - Bushwick,Brooklyn,1759.52,50695.72,98,193.31,38.72,6
11238,5/18/20,724,NA,NA,Bedford Stuyvesant - Crown Heights,Brooklyn,1340.35,54015.79,84,155.51,31.69,0
11239,5/18/20,483,NA,NA,Canarsie - Flatlands,Brooklyn,3890.97,12413.37,76,612.24,37.77,4
11354,5/18/20,1110,NA,NA,Flushing - Clearview,Queens,1999.34,55518.32,241,434.09,38.99,3
11355,5/18/20,1190,NA,NA,Flushing - Clearview,Queens,1487.24,80013.97,135,168.72,40.27,12
11356,5/18/20,527,NA,NA,Flushing - Clearview,Queens,2259.6,23322.74,38,162.93,37.79,5
11357,5/18/20,780,NA,NA,Flushing - Clearview,Queens,1951.19,39975.56,76,190.12,34.88,5
11358,5/18/20,530,NA,NA,Flushing - Clearview,Queens,1491.21,35541.5,33,92.85,32.48,0
11360,5/18/20,298,NA,NA,Flushing - Clearview,Queens,1579.8,18863.17,16,84.82,28.22,0
11361,5/18/20,427,NA,NA,Bayside - Little Neck,Queens,1526.53,27971.99,37,132.28,31.54,0
11362,5/18/20,293,NA,NA,Bayside - Little Neck,Queens,1651.82,17738.01,17,95.84,32.63,-1
11363,5/18/20,97,NA,NA,Bayside - Little Neck,Queens,1354.93,7159.03,3,41.91,30.12,0
11364,5/18/20,448,NA,NA,Bayside - Little Neck,Queens,1296.2,34562.6,25,72.33,30.37,1
11365,5/18/20,792,NA,NA,Fresh Meadows,Queens,1797.92,44050.79,53,120.32,35.69,5
11366,5/18/20,365,NA,NA,Fresh Meadows,Queens,2649.27,13777.39,22,159.68,37.98,0
11367,5/18/20,975,NA,NA,Fresh Meadows,Queens,2319.26,42039.24,51,121.32,35.59,2
11368,5/18/20,4234,NA,NA,West Queens,Queens,3794.11,111594.1,369,330.66,48.51,21
11369,5/18/20,1504,NA,NA,West Queens,Queens,4124.82,36462.23,150,411.38,46.64,10
11370,5/18/20,1278,NA,NA,West Queens,Queens,3901.26,32758.65,49,149.58,43.34,5
11372,5/18/20,2379,NA,NA,West Queens,Queens,3802.57,62562.88,218,348.45,46.26,14
11373,5/18/20,3068,NA,NA,West Queens,Queens,3303.34,92875.81,267,287.48,44.01,15
11374,5/18/20,1020,NA,NA,Ridgewood - Forest Hills,Queens,2425.82,42047.63,80,190.26,35.35,5
11375,5/18/20,1449,NA,NA,Ridgewood - Forest Hills,Queens,2053.78,70552.99,167,236.7,34.71,1
11377,5/18/20,2072,NA,NA,West Queens,Queens,2396.25,86468.55,166,191.98,37.76,11
11378,5/18/20,704,NA,NA,West Queens,Queens,2035.07,34593.45,61,176.33,34.55,1
11379,5/18/20,769,NA,NA,Ridgewood - Forest Hills,Queens,2124.57,36195.55,77,212.73,34.66,3
11385,5/18/20,2027,NA,NA,Ridgewood - Forest Hills,Queens,1969.3,102929.91,107,103.95,37.37,5
11411,5/18/20,650,NA,NA,Southeast Queens,Queens,3171.62,20494.26,35,170.78,43.24,0
11412,5/18/20,1181,NA,NA,Jamaica,Queens,3001.51,39346.92,72,182.99,41.61,1
11413,5/18/20,1243,NA,NA,Southeast Queens,Queens,2847.78,43647.97,60,137.46,41.49,4
11414,5/18/20,780,NA,NA,Southwest Queens,Queens,2759.54,28265.56,51,180.43,40.74,1
11415,5/18/20,504,NA,NA,Southwest Queens,Queens,2620.33,19234.25,41,213.16,36.56,2
11416,5/18/20,670,NA,NA,Southwest Queens,Queens,2517.43,26614.42,49,184.11,42.89,6
11417,5/18/20,843,NA,NA,Southwest Queens,Queens,2695.82,31270.63,34,108.73,38.89,2
11418,5/18/20,1022,NA,NA,Southwest Queens,Queens,2682.05,38105.16,85,223.07,39.58,6
11419,5/18/20,1105,NA,NA,Southwest Queens,Queens,2173.11,50848.81,80,157.33,40.89,6
11420,5/18/20,1290,NA,NA,Southwest Queens,Queens,2664.42,48415.71,89,183.82,40.21,3
11421,5/18/20,1135,NA,NA,Southwest Queens,Queens,2688.97,42209.49,91,215.59,41.04,8
11422,5/18/20,927,NA,NA,Southeast Queens,Queens,2748.98,33721.62,38,112.69,40.88,2
11423,5/18/20,1014,NA,NA,Jamaica,Queens,3164.68,32041.14,82,255.92,41.72,1
11426,5/18/20,483,NA,NA,Southeast Queens,Queens,2371.92,20363.28,26,127.68,40.13,-1
11427,5/18/20,741,NA,NA,Southeast Queens,Queens,3192.26,23212.38,42,180.94,39.41,3
11428,5/18/20,636,NA,NA,Southeast Queens,Queens,3290.66,19327.45,36,186.26,44.75,0
11429,5/18/20,882,NA,NA,Southeast Queens,Queens,3145.92,28036.33,60,214.01,45.36,-2
11432,5/18/20,1691,NA,NA,Jamaica,Queens,2675.83,63195.4,216,341.8,42.35,12
11433,5/18/20,881,NA,NA,Jamaica,Queens,2444.79,36035.76,69,191.48,40.04,1
11434,5/18/20,1946,NA,NA,Jamaica,Queens,2881.42,67536.11,144,213.22,39.39,24
11435,5/18/20,1535,NA,NA,Jamaica,Queens,2661.98,57663.84,125,216.77,39.75,7
11436,5/18/20,495,NA,NA,Jamaica,Queens,2378.96,20807.42,36,173.02,38.76,1
11691,5/18/20,2152,NA,NA,Rockaway,Queens,3323.09,64759.02,288,444.73,42.64,14
11692,5/18/20,555,NA,NA,Rockaway,Queens,2758.42,20120.24,77,382.7,40.04,0
11693,5/18/20,313,NA,NA,Rockaway,Queens,2528.01,12381.27,25,201.92,39.02,4
11694,5/18/20,662,NA,NA,Rockaway,Queens,3252.15,20355.78,70,343.88,34.48,4
11697,5/18/20,94,NA,NA,Rockaway,Queens,2657.85,3536.69,2,56.55,17.57,2
10001,5/19/20,336,NA,NA,Chelsea - Clinton,Manhattan,1425.96,23563.03,17,72.15,23.07,1
10002,5/19/20,979,NA,NA,Union Square - Lower East Side,Manhattan,1275.48,76755.41,139,181.09,32.46,4
10003,5/19/20,431,NA,NA,Union Square - Lower East Side,Manhattan,801.09,53801.62,30,55.76,20.86,1
10004,5/19/20,29,NA,NA,Lower Manhattan,Manhattan,794.39,3650.61,1,27.39,21.13,0
10005,5/19/20,58,NA,NA,Lower Manhattan,Manhattan,690.8,8396.11,2,23.82,16.62,0
10006,5/19/20,23,NA,NA,Lower Manhattan,Manhattan,665.17,3457.77,0,0,15.23,0
10007,5/19/20,50,NA,NA,Lower Manhattan,Manhattan,606.08,8249.73,3,36.36,14.89,0
10009,5/19/20,658,NA,NA,Union Square - Lower East Side,Manhattan,1120.04,58747.99,63,107.24,24.51,1
10010,5/19/20,251,NA,NA,Gramercy Park - Murray Hill,Manhattan,775.36,32371.86,20,61.78,16,0
10011,5/19/20,494,NA,NA,Chelsea - Clinton,Manhattan,997.97,49500.52,33,66.67,22.94,1
10012,5/19/20,155,NA,NA,Greenwich Village - Soho,Manhattan,646.34,23981.2,7,29.19,19.77,0
10013,5/19/20,249,NA,NA,Greenwich Village - Soho,Manhattan,857.7,29031.09,18,62,21.46,2
10014,5/19/20,284,NA,NA,Greenwich Village - Soho,Manhattan,914.86,31043.16,23,74.09,22.63,1
10016,5/19/20,642,NA,NA,Gramercy Park - Murray Hill,Manhattan,1222.29,52524.35,46,87.58,20.19,0
10017,5/19/20,132,NA,NA,Gramercy Park - Murray Hill,Manhattan,818.49,16127.22,5,31,16.88,0
10018,5/19/20,200,NA,NA,Chelsea - Clinton,Manhattan,2098.32,9531.44,3,31.47,27.1,0
10019,5/19/20,559,NA,NA,Chelsea - Clinton,Manhattan,1375.78,40631.45,42,103.37,24.23,1
10021,5/19/20,526,NA,NA,Upper East Side,Manhattan,1190.7,44175.61,57,129.03,20.31,0
10022,5/19/20,328,NA,NA,Gramercy Park - Murray Hill,Manhattan,1081.27,30334.8,25,82.41,19.91,3
10023,5/19/20,530,NA,NA,Upper West Side,Manhattan,879.31,60274.81,50,82.95,19.67,3
10024,5/19/20,615,NA,NA,Upper West Side,Manhattan,1072.59,57337.68,62,108.13,22.07,0
10025,5/19/20,1174,NA,NA,Upper West Side,Manhattan,1271.48,92333.47,144,155.96,25.35,5
10026,5/19/20,613,NA,NA,Central Harlem - Morningside Height,Manhattan,1571.07,39018.03,37,94.83,28.65,2
10027,5/19/20,966,NA,NA,Central Harlem - Morningside Height,Manhattan,1518.13,63631.04,97,152.44,30.27,7
10028,5/19/20,448,NA,NA,Upper East Side,Manhattan,911.4,49155.08,28,56.96,19.73,0
10029,5/19/20,1703,NA,NA,East Harlem,Manhattan,2160.03,78841.52,183,232.11,34.9,5
10030,5/19/20,475,NA,NA,Central Harlem - Morningside Height,Manhattan,1619.95,29321.91,44,150.06,31.16,6
10031,5/19/20,1225,NA,NA,Washington Heights - Inwood,Manhattan,2022.89,60556.93,112,184.95,34.89,1
10032,5/19/20,1389,NA,NA,Washington Heights - Inwood,Manhattan,2258.81,61492.57,147,239.05,34.96,2
10033,5/19/20,1248,NA,NA,Washington Heights - Inwood,Manhattan,2107.74,59210.43,108,182.4,33.98,4
10034,5/19/20,671,NA,NA,Washington Heights - Inwood,Manhattan,1557.8,43073.65,65,150.9,28.18,4
10035,5/19/20,906,NA,NA,East Harlem,Manhattan,2631.68,34426.65,102,296.28,33.41,5
10036,5/19/20,390,NA,NA,Chelsea - Clinton,Manhattan,1487.91,26211.25,33,125.9,24.82,1
10037,5/19/20,513,NA,NA,Central Harlem - Morningside Height,Manhattan,2484.31,20649.62,63,305.09,26.34,6
10038,5/19/20,233,NA,NA,Lower Manhattan,Manhattan,1056.79,22047.96,25,113.39,25.16,0
10039,5/19/20,485,NA,NA,Central Harlem - Morningside Height,Manhattan,1833.13,26457.52,50,188.98,30.62,7
10040,5/19/20,1058,NA,NA,Washington Heights - Inwood,Manhattan,2361.17,44808.28,103,229.87,34.46,3
10044,5/19/20,227,NA,NA,Upper East Side,Manhattan,1940.12,11700.29,31,264.95,32.25,5
10065,5/19/20,316,NA,NA,Upper East Side,Manhattan,1087.35,29061.49,25,86.02,18.44,0
10069,5/19/20,52,NA,NA,Upper West Side,Manhattan,820.43,6338.13,2,31.56,20.39,0
10075,5/19/20,362,NA,NA,Upper East Side,Manhattan,1531.68,23634.14,42,177.71,24.53,0
10128,5/19/20,605,NA,NA,Upper East Side,Manhattan,986.11,61351.93,34,55.42,19.62,2
10280,5/19/20,43,NA,NA,Lower Manhattan,Manhattan,447.05,9618.7,0,0,15.41,0
10282,5/19/20,68,NA,NA,Lower Manhattan,Manhattan,1232.9,5515.44,14,253.83,27.87,0
10301,5/19/20,1097,NA,NA,Stapleton - St. George,Staten Island,2769.25,39613.55,95,239.82,35.07,1
10302,5/19/20,611,NA,NA,Port Richmond,Staten Island,3254.5,18773.99,30,159.8,39.22,2
10303,5/19/20,816,NA,NA,Port Richmond,Staten Island,3110.75,26231.66,39,148.68,36.69,2
10304,5/19/20,1324,NA,NA,Stapleton - St. George,Staten Island,3119.06,42448.71,150,353.37,35.41,2
10305,5/19/20,1184,NA,NA,Stapleton - St. George,Staten Island,2781.89,42560.99,66,155.07,32.87,3
10306,5/19/20,1396,NA,NA,South Beach - Tottenville,Staten Island,2600.32,53685.66,72,134.11,29.91,1
10307,5/19/20,363,NA,NA,South Beach - Tottenville,Staten Island,2385.87,15214.56,14,92.02,30.57,-1
10308,5/19/20,613,NA,NA,South Beach - Tottenville,Staten Island,2068.48,29635.33,25,84.36,28.45,1
10309,5/19/20,813,NA,NA,South Beach - Tottenville,Staten Island,2463.26,33004.98,28,84.84,30.08,0
10310,5/19/20,701,NA,NA,Port Richmond,Staten Island,2936.62,23870.96,28,117.3,32.5,0
10312,5/19/20,1444,NA,NA,South Beach - Tottenville,Staten Island,2394.52,60304.33,57,94.52,30.53,2
10314,5/19/20,2544,NA,NA,Willowbrook,Staten Island,2800.7,90834.29,166,182.75,33.56,5
10451,5/19/20,1539,NA,NA,High Bridge - Morrisania,Bronx,3225.15,47718.77,146,305.96,37.4,6
10452,5/19/20,2210,NA,NA,High Bridge - Morrisania,Bronx,2868.82,77035.04,149,193.42,37.94,2
10453,5/19/20,2235,NA,NA,Crotona - Tremont,Bronx,2753,81184.04,146,179.84,38.75,7
10454,5/19/20,1075,NA,NA,Hunts Point - Mott Haven,Bronx,2812.41,38223.41,97,253.77,33.62,3
10455,5/19/20,1198,NA,NA,Hunts Point - Mott Haven,Bronx,2840.59,42174.38,93,220.51,37.41,6
10456,5/19/20,2354,NA,NA,High Bridge - Morrisania,Bronx,2519.21,93441.91,256,273.97,35.61,12
10457,5/19/20,1957,NA,NA,Crotona - Tremont,Bronx,2620.34,74685.06,166,222.27,36.62,5
10458,5/19/20,1928,NA,NA,Fordham - Bronx Park,Bronx,2300.5,83807.74,108,128.87,36.48,6
10459,5/19/20,1420,NA,NA,Hunts Point - Mott Haven,Bronx,2936.64,48354.56,150,310.21,39.84,3
10460,5/19/20,1559,NA,NA,Crotona - Tremont,Bronx,2595.16,60073.25,108,179.78,38.28,4
10461,5/19/20,1819,NA,NA,Pelham - Throgs Neck,Bronx,3676.27,49479.56,125,252.63,34.61,3
10462,5/19/20,2173,NA,NA,Pelham - Throgs Neck,Bronx,2809.95,77332.41,157,203.02,35.45,8
10463,5/19/20,1820,NA,NA,Kingsbridge - Riverdale,Bronx,2553.05,71287.33,177,248.29,33.32,7
10464,5/19/20,117,NA,NA,Pelham - Throgs Neck,Bronx,2687.7,4353.16,6,137.83,26.41,0
10465,5/19/20,1442,NA,NA,Pelham - Throgs Neck,Bronx,3351.12,43030.43,69,160.35,31.64,1
10466,5/19/20,2242,NA,NA,Northeast Bronx,Bronx,3106.7,72166.65,151,209.24,39.6,4
10467,5/19/20,3179,NA,NA,Fordham - Bronx Park,Bronx,3154.27,100784.05,276,273.85,39.47,7
10468,5/19/20,2566,NA,NA,Fordham - Bronx Park,Bronx,3346.33,76681.12,172,224.31,39.98,12
10469,5/19/20,2833,NA,NA,Northeast Bronx,Bronx,3961.78,71508.25,307,429.32,40.43,4
