modified_zcta,month,date,positive,total,zcta_cum_perc_pos,neighborhood_name,borough_group,covid_case_rate,pop_denominator,covid_death_count,covid_death_rate,percent_positive,newcases_day
10306,May,10,1361,4075,33.4,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,NA,NA,NA,NA,NA,6
10306,May,11,1367,4122,33.16,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,NA,NA,NA,NA,NA,1
10306,May,12,1368,4139,33.05,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,NA,NA,NA,NA,NA,0
10306,May,13,1368,4197,32.59,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,NA,NA,NA,NA,NA,5
10306,May,14,1373,4292,31.99,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,NA,NA,NA,NA,NA,9
10306,May,15,1382,4394,31.45,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,NA,NA,NA,NA,NA,8
10306,May,16,1390,4481,31.02,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,NA,NA,NA,NA,NA,0
10306,May,17,1390,4523,30.73,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,NA,NA,NA,NA,NA,5
10307,May,1,345,954,36.16,Tottenville,Staten Island,NA,NA,NA,NA,NA,4
10307,May,2,349,971,35.94,Tottenville,Staten Island,NA,NA,NA,NA,NA,1
10307,May,3,350,987,35.46,Tottenville,Staten Island,NA,NA,NA,NA,NA,1
10307,May,4,351,994,35.31,Tottenville,Staten Island,NA,NA,NA,NA,NA,3
10307,May,5,354,1005,35.22,Tottenville,Staten Island,NA,NA,NA,NA,NA,4
10307,May,6,358,1014,35.31,Tottenville,Staten Island,NA,NA,NA,NA,NA,1
10307,May,7,359,1028,34.92,Tottenville,Staten Island,NA,NA,NA,NA,NA,0
10307,May,8,359,1031,34.82,Tottenville,Staten Island,NA,NA,NA,NA,NA,0
10307,May,9,359,1040,34.52,Tottenville,Staten Island,NA,NA,NA,NA,NA,1
10307,May,10,360,1053,34.19,Tottenville,Staten Island,NA,NA,NA,NA,NA,0
10307,May,11,360,1067,33.74,Tottenville,Staten Island,NA,NA,NA,NA,NA,0
10307,May,12,360,1073,33.55,Tottenville,Staten Island,NA,NA,NA,NA,NA,1
10307,May,13,361,1099,32.85,Tottenville,Staten Island,NA,NA,NA,NA,NA,0
10307,May,14,361,1114,32.41,Tottenville,Staten Island,NA,NA,NA,NA,NA,0
10307,May,15,361,1127,32.03,Tottenville,Staten Island,NA,NA,NA,NA,NA,1
10307,May,16,362,1141,31.73,Tottenville,Staten Island,NA,NA,NA,NA,NA,1
10307,May,17,363,1159,31.32,Tottenville,Staten Island,NA,NA,NA,NA,NA,1
10308,May,1,578,1651,35.01,Great Kills,Staten Island,NA,NA,NA,NA,NA,3
10308,May,2,581,1679,34.6,Great Kills,Staten Island,NA,NA,NA,NA,NA,4
10308,May,3,585,1710,34.21,Great Kills,Staten Island,NA,NA,NA,NA,NA,2
10308,May,4,587,1729,33.95,Great Kills,Staten Island,NA,NA,NA,NA,NA,0
10308,May,5,587,1756,33.43,Great Kills,Staten Island,NA,NA,NA,NA,NA,2
10308,May,6,589,1779,33.11,Great Kills,Staten Island,NA,NA,NA,NA,NA,3
10308,May,7,592,1805,32.8,Great Kills,Staten Island,NA,NA,NA,NA,NA,2
10308,May,8,594,1827,32.51,Great Kills,Staten Island,NA,NA,NA,NA,NA,1
10308,May,9,595,1856,32.06,Great Kills,Staten Island,NA,NA,NA,NA,NA,3
10308,May,10,598,1882,31.77,Great Kills,Staten Island,NA,NA,NA,NA,NA,4
10308,May,11,602,1908,31.55,Great Kills,Staten Island,NA,NA,NA,NA,NA,1
10308,May,12,603,1922,31.37,Great Kills,Staten Island,NA,NA,NA,NA,NA,4
10308,May,13,607,1952,31.1,Great Kills,Staten Island,NA,NA,NA,NA,NA,1
10308,May,14,608,1980,30.71,Great Kills,Staten Island,NA,NA,NA,NA,NA,1
10308,May,15,609,2020,30.15,Great Kills,Staten Island,NA,NA,NA,NA,NA,1
10308,May,16,610,2066,29.53,Great Kills,Staten Island,NA,NA,NA,NA,NA,1
10308,May,17,611,2096,29.15,Great Kills,Staten Island,NA,NA,NA,NA,NA,1
10309,May,1,771,2136,36.1,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,2
10309,May,2,773,2164,35.72,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,3
10309,May,3,776,2201,35.26,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,3
10309,May,4,779,2228,34.96,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,4
10309,May,5,783,2254,34.74,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,3
10309,May,6,786,2279,34.49,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,3
10309,May,7,789,2300,34.3,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,2
10309,May,8,791,2315,34.17,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,4
10309,May,9,795,2357,33.73,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,1
10309,May,10,796,2386,33.36,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,1
10309,May,11,797,2404,33.15,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,0
10309,May,12,797,2418,32.96,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,1
10309,May,13,798,2448,32.6,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,3
10309,May,14,801,2502,32.01,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,3
10309,May,15,804,2549,31.54,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,4
10309,May,16,808,2585,31.26,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,2
10309,May,17,810,2612,31.01,Charleston/Prince's Bay/Woodrow,Staten Island,NA,NA,NA,NA,NA,3
10310,May,1,636,1607,39.58,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,10
10310,May,2,646,1649,39.18,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,5
10310,May,3,651,1675,38.87,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,5
10310,May,4,656,1689,38.84,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,7
10310,May,5,663,1721,38.52,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,8
10310,May,6,671,1762,38.08,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,4
10310,May,7,675,1791,37.69,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,2
10310,May,8,677,1816,37.28,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,6
10310,May,9,683,1864,36.64,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,1
10310,May,10,684,1891,36.17,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,0
10310,May,11,684,1906,35.89,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,1
10310,May,12,685,1911,35.85,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,0
10310,May,13,685,1944,35.24,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,3
10310,May,14,688,1981,34.73,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,3
10310,May,15,691,2015,34.29,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,3
10310,May,16,694,2050,33.85,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,4
10310,May,17,698,2092,33.37,Port Richmond/Randall Manor/West Brighton,Staten Island,NA,NA,NA,NA,NA,3
10312,May,1,1354,3573,37.9,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,11
10312,May,2,1365,3644,37.46,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,13
10312,May,3,1378,3706,37.18,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,6
10312,May,4,1384,3757,36.84,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,5
10312,May,5,1389,3818,36.38,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,6
10312,May,6,1395,3880,35.95,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,3
10312,May,7,1398,3931,35.56,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,3
10312,May,8,1401,3964,35.34,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,5
10312,May,9,1406,4050,34.72,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,7
10312,May,10,1413,4112,34.36,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,9
10312,May,11,1422,4180,34.02,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,2
10312,May,12,1424,4209,33.83,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,1
10312,May,13,1425,4271,33.36,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,4
10312,May,14,1429,4359,32.78,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,1
10312,May,15,1430,4443,32.19,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,7
10312,May,16,1437,4496,31.96,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,2
10312,May,17,1439,4559,31.56,Annadale/Rossville,Staten Island,NA,NA,NA,NA,NA,3
10314,May,1,2363,5892,40.11,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,14
10314,May,2,2377,6013,39.53,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,24
10314,May,3,2401,6155,39.01,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,20
10314,May,4,2421,6243,38.78,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,15
10314,May,5,2436,6329,38.49,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,7
10314,May,6,2443,6406,38.14,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,12
10314,May,7,2455,6487,37.84,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,7
10314,May,8,2462,6530,37.7,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,11
10314,May,9,2473,6652,37.18,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,11
10314,May,10,2484,6749,36.81,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,8
10314,May,11,2492,6829,36.49,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,6
10314,May,12,2498,6876,36.33,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,2
10314,May,13,2500,6958,35.93,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,8
10314,May,14,2508,7061,35.52,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,13
10314,May,15,2521,7174,35.14,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,8
10314,May,16,2529,7277,34.75,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,5
10314,May,17,2534,7370,34.38,Bloomfield/Freshkills Park,Staten Island,NA,NA,NA,NA,NA,5
10451,May,1,1378,2779,49.59,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,13
10451,May,2,1391,2862,48.6,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,16
10451,May,3,1407,2934,47.96,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,11
10451,May,4,1418,3008,47.14,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,11
10451,May,5,1429,3063,46.65,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,14
10451,May,6,1443,3190,45.24,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,8
10451,May,7,1451,3260,44.51,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,4
10451,May,8,1455,3308,43.98,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,10
10451,May,9,1465,3434,42.66,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,4
10451,May,10,1469,3506,41.9,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,6
10451,May,11,1475,3552,41.53,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,3
10451,May,12,1478,3575,41.34,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,10
10451,May,13,1488,3625,41.05,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,4
10451,May,14,1492,3701,40.31,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,10
10451,May,15,1502,3787,39.66,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,12
10451,May,16,1514,3867,39.15,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,12
10451,May,17,1526,3945,38.68,Concourse/Melrose,Bronx,NA,NA,NA,NA,NA,7
10452,May,1,1920,3857,49.78,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,22
10452,May,2,1942,4019,48.32,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,40
10452,May,3,1982,4161,47.63,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,23
10452,May,4,2005,4246,47.22,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,11
10452,May,5,2016,4323,46.63,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,14
10452,May,6,2030,4430,45.82,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,15
10452,May,7,2045,4555,44.9,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,4
10452,May,8,2049,4639,44.17,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,13
10452,May,9,2062,4790,43.05,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,18
10452,May,10,2080,4913,42.34,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,11
10452,May,11,2091,4984,41.95,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,9
10452,May,12,2100,5009,41.92,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,9
10452,May,13,2109,5085,41.47,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,28
10452,May,14,2137,5234,40.83,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,27
10452,May,15,2164,5358,40.39,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,13
10452,May,16,2177,5493,39.63,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,11
10452,May,17,2188,5594,39.11,Concourse/Highbridge,Bronx,NA,NA,NA,NA,NA,20
10453,May,1,1912,3818,50.08,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,32
10453,May,2,1944,3985,48.78,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,36
10453,May,3,1980,4121,48.05,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,18
10453,May,4,1998,4245,47.07,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,14
10453,May,5,2012,4329,46.48,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,20
10453,May,6,2032,4465,45.51,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,16
10453,May,7,2048,4561,44.9,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,11
10453,May,8,2059,4634,44.43,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,28
10453,May,9,2087,4784,43.62,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,30
10453,May,10,2117,4914,43.08,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,11
10453,May,11,2128,4983,42.71,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,7
10453,May,12,2135,5021,42.52,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,15
10453,May,13,2150,5095,42.2,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,17
10453,May,14,2167,5205,41.63,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,24
10453,May,15,2191,5314,41.23,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,8
10453,May,16,2199,5437,40.45,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,16
10453,May,17,2215,5527,40.08,Morris Heights/Mount Hope/University Heights,Bronx,NA,NA,NA,NA,NA,13
10454,May,1,949,2017,47.05,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,11
10454,May,2,960,2092,45.89,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,9
10454,May,3,969,2145,45.17,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,6
10454,May,4,975,2178,44.77,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,7
10454,May,5,982,2197,44.7,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,10
10454,May,6,992,2298,43.17,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,8
10454,May,7,1000,2378,42.05,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,0
10454,May,8,1000,2400,41.67,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,14
10454,May,9,1014,2566,39.52,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,8
10454,May,10,1022,2625,38.93,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,11
10454,May,11,1033,2699,38.27,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,3
10454,May,12,1036,2719,38.1,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,8
10454,May,13,1044,2770,37.69,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,1
10454,May,14,1045,2846,36.72,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,10
10454,May,15,1055,2933,35.97,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,6
10454,May,16,1061,2997,35.4,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,3
10454,May,17,1064,3048,34.91,Mott Haven/Port Morris,Bronx,NA,NA,NA,NA,NA,8
10455,May,1,1041,2114,49.24,Mott Haven,Bronx,NA,NA,NA,NA,NA,19
10455,May,2,1060,2192,48.36,Mott Haven,Bronx,NA,NA,NA,NA,NA,23
10455,May,3,1083,2271,47.69,Mott Haven,Bronx,NA,NA,NA,NA,NA,8
10455,May,4,1091,2306,47.31,Mott Haven,Bronx,NA,NA,NA,NA,NA,7
10455,May,5,1098,2340,46.92,Mott Haven,Bronx,NA,NA,NA,NA,NA,12
10455,May,6,1110,2423,45.81,Mott Haven,Bronx,NA,NA,NA,NA,NA,10
10455,May,7,1120,2490,44.98,Mott Haven,Bronx,NA,NA,NA,NA,NA,3
10455,May,8,1123,2522,44.53,Mott Haven,Bronx,NA,NA,NA,NA,NA,15
10455,May,9,1138,2628,43.3,Mott Haven,Bronx,NA,NA,NA,NA,NA,5
10455,May,10,1143,2700,42.33,Mott Haven,Bronx,NA,NA,NA,NA,NA,6
10455,May,11,1149,2743,41.89,Mott Haven,Bronx,NA,NA,NA,NA,NA,3
10455,May,12,1152,2755,41.81,Mott Haven,Bronx,NA,NA,NA,NA,NA,3
10455,May,13,1155,2809,41.12,Mott Haven,Bronx,NA,NA,NA,NA,NA,11
10455,May,14,1166,2865,40.7,Mott Haven,Bronx,NA,NA,NA,NA,NA,10
10455,May,15,1176,2930,40.14,Mott Haven,Bronx,NA,NA,NA,NA,NA,8
10455,May,16,1184,3014,39.28,Mott Haven,Bronx,NA,NA,NA,NA,NA,3
10455,May,17,1187,3061,38.78,Mott Haven,Bronx,NA,NA,NA,NA,NA,5
10456,May,1,2044,4227,48.36,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,25
10456,May,2,2069,4407,46.95,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,45
10456,May,3,2114,4623,45.73,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,27
10456,May,4,2141,4742,45.15,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,21
10456,May,5,2162,4842,44.65,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,22
10456,May,6,2184,4995,43.72,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,16
10456,May,7,2200,5116,43,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,10
10456,May,8,2210,5177,42.69,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,15
10456,May,9,2225,5370,41.43,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,15
10456,May,10,2240,5505,40.69,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,14
10456,May,11,2254,5614,40.15,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,8
10456,May,12,2262,5664,39.94,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,10
10456,May,13,2272,5744,39.55,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,21
10456,May,14,2293,5914,38.77,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,14
10456,May,15,2307,6074,37.98,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,13
10456,May,16,2320,6216,37.32,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,14
10456,May,17,2334,6335,36.84,Claremont/Morrisania,Bronx,NA,NA,NA,NA,NA,8
10457,May,1,1714,3574,47.96,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,28
10457,May,2,1742,3744,46.53,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,27
10457,May,3,1769,3877,45.63,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,23
10457,May,4,1792,3961,45.24,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,13
10457,May,5,1805,4017,44.93,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,14
10457,May,6,1819,4097,44.4,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,11
10457,May,7,1830,4202,43.55,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,5
10457,May,8,1835,4255,43.13,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,28
10457,May,9,1863,4422,42.13,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,18
10457,May,10,1881,4517,41.64,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,10
10457,May,11,1891,4610,41.02,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,5
10457,May,12,1896,4641,40.85,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,9
10457,May,13,1905,4722,40.34,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,8
10457,May,14,1913,4823,39.66,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,8
10457,May,15,1921,4919,39.05,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,12
10457,May,16,1933,5031,38.42,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,3
10457,May,17,1936,5130,37.74,Belmont/Claremont/Mount Hope/Tremont,Bronx,NA,NA,NA,NA,NA,16
10458,May,1,1670,3556,46.96,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,25
10458,May,2,1695,3687,45.97,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,29
10458,May,3,1724,3808,45.27,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,21
10458,May,4,1745,3886,44.9,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,14
10458,May,5,1759,3943,44.61,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,21
10458,May,6,1780,4053,43.92,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,20
10458,May,7,1800,4182,43.04,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,3
10458,May,8,1803,4229,42.63,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,13
10458,May,9,1816,4365,41.6,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,18
10458,May,10,1834,4479,40.95,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,12
10458,May,11,1846,4549,40.58,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,4
10458,May,12,1850,4574,40.45,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,7
10458,May,13,1857,4639,40.03,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,17
10458,May,14,1874,4744,39.5,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,13
10458,May,15,1887,4869,38.76,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,14
10458,May,16,1901,4999,38.03,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,9
10458,May,17,1910,5074,37.64,Belmont/Fordham University/Kingsbridge,Bronx,NA,NA,NA,NA,NA,12
10459,May,1,1250,2476,50.48,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,10
10459,May,2,1260,2566,49.1,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,19
10459,May,3,1279,2622,48.78,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,14
10459,May,4,1293,2675,48.34,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,22
10459,May,5,1315,2719,48.36,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,12
10459,May,6,1327,2782,47.7,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,8
10459,May,7,1335,2841,46.99,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,4
10459,May,8,1339,2873,46.61,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,21
10459,May,9,1360,2978,45.67,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,9
10459,May,10,1369,3033,45.14,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,2
10459,May,11,1371,3080,44.51,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,1
10459,May,12,1372,3100,44.26,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,5
10459,May,13,1377,3151,43.7,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,6
10459,May,14,1383,3211,43.07,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,9
10459,May,15,1392,3298,42.21,Charlotte Gardens/Hunts Point,Bronx,NA,NA,NA,NA,NA,15
